start_dt,subscriberid,simserial,deviceid,col_id,col_id_val,col_start,col_location,_col_location_latitude,_col_location_longitude,_col_location_altitude,_col_location_precision,col_gps_device,col_gps_device_id,col_gps_device_wp,col_gps_device_lat,col_gps_device_lon,col_neighborhood,col_sample_type,col_pa_group,col_pa_prox,col_pa_type,col_pa_type_other,col_pa_latrine_distance,col_bw_group,col_bw_type,col_bw_type_other,col_bw_container,col_bw_container_lid,col_f_group,col_f_latrine_distance,col_p_group,col_p_type,col_p_num,col_ws_group,col_ws_container,col_ws_container_lid,col_b_group,col_b_source,col_b_source_other,col_b_container,col_b_container_lid,col_ww_group,col_ww_source,col_ww_source_other,col_ww_container,col_ww_container_lid,col_i_group,col_i_container,col_i_container_lid,col_s_group,col_s_type,col_s_type_other,col_d_group,col_d_water_level,col_d_water_flow,col_d_size,col_d_lining,col_d_prompt,col_d_feces,col_d_animals,col_d_schools,col_d_urban_ag,col_d_public_latrines,col_d_hh_latrines,col_d_businesses,col_d_hh,col_d_hh_num,col_close,col_enum,col_notes,end_dt,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index
2016-11-07T10:03:27.640+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo501,Flo501,2016-11-07T10:03:00.000+07,13.38337182 103.852607 2.0 5.0,13.38337182,103.852607,2,5,0,,,,,5,6,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Take water in front of Mok Neak primary school,2016-11-07T10:05:01.819+07,uuid:a1ea3629-7d76-4d4e-8cb5-f6377311e1e5,1823,a1ea3629-7d76-4d4e-8cb5-f6377311e1e5,2016-11-07T03:44:45,263,,-1
2016-11-07T10:09:17.280+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo502,Flo502,2016-11-07T10:09:00.000+07,13.38363452 103.85244425 6.0 5.0,13.38363452,103.8524443,6,5,0,,,,,5,6,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample along the fence of Hun sen high school, grass,",2016-11-07T10:11:48.561+07,uuid:3926baac-c9aa-49f0-9eea-b6e329b32e49,1824,3926baac-c9aa-49f0-9eea-b6e329b32e49,2016-11-07T03:44:47,264,,-1
2016-11-07T10:16:19.703+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo503,Flo503,2016-11-07T10:16:00.000+07,13.38430113 103.85224955 -29.0 12.0,13.38430113,103.8522496,-29,12,0,,,,,5,6,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample at corner of road, muddy, rubbish, chicken",2016-11-07T10:17:47.567+07,uuid:7c200729-5bd8-470f-bf9d-2a29636bbadf,1826,7c200729-5bd8-470f-bf9d-2a29636bbadf,2016-11-07T03:44:51,266,,-1
2016-11-16T08:30:48.155+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo504,Flo504,2016-11-16T08:31:00.000+07,13.38372114 103.85116804 -11.0 5.0,13.38372114,103.851168,-11,5,0,,,,,5,6,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Grass, plant, rubbish, muddy, black water, bad smell",2016-11-16T08:32:29.798+07,uuid:998ead53-8e54-4d9d-aa1c-4b7be7b7dad9,1941,998ead53-8e54-4d9d-aa1c-4b7be7b7dad9,2016-11-16T02:29:00,287,,-1
2016-11-16T08:52:50.613+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo505,Flo505,2016-11-16T08:53:00.000+07,13.38477361 103.8499146 18.0 5.0,13.38477361,103.8499146,18,5,0,,,,,5,6,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample on the existing canal and the fence, grass, fish, rubbish",2016-11-16T08:54:53.780+07,uuid:68a64afa-feeb-40c6-9b28-a06eed123957,1946,68a64afa-feeb-40c6-9b28-a06eed123957,2016-11-16T02:29:09,292,,-1
2016-11-17T08:54:26.900+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo506,Flo506,2016-11-17T08:54:00.000+07,13.38474628 103.85485178 -5.0 5.0,13.38474628,103.8548518,-5,5,0,,,,,5,6,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample on the road, rubbish, muddy",2016-11-17T08:55:38.310+07,uuid:c5767f31-27ea-491d-aa0f-9281d19322a9,1969,c5767f31-27ea-491d-aa0f-9281d19322a9,2016-11-17T02:44:14,301,,-1
2016-11-17T09:02:09.892+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo507,Flo507,2016-11-17T09:02:00.000+07,13.38565807 103.8541812 -15.0 5.0,13.38565807,103.8541812,-15,5,0,,,,,5,6,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample along the laterite road, plant, grass ,fish",2016-11-17T09:03:23.568+07,uuid:039288c4-6c3d-480b-925b-807120b66ec1,1971,039288c4-6c3d-480b-925b-807120b66ec1,2016-11-17T02:44:18,303,,-1
2016-11-17T09:11:38.692+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo508,Flo508,2016-11-17T09:12:00.000+07,13.3854436 103.85122611 -29.0 5.0,13.3854436,103.8512261,-29,5,0,,,,,5,6,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Plant, grass, rock, rubbish",2016-11-17T09:13:21.247+07,uuid:e3d2e13a-5033-460c-8dc8-851f0177aeb5,1973,e3d2e13a-5033-460c-8dc8-851f0177aeb5,2016-11-17T02:44:22,305,,-1
2016-11-17T09:15:55.109+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo509,Flo509,2016-11-17T09:16:00.000+07,13.38550865 103.85048587 12.0 5.0,13.38550865,103.8504859,12,5,0,,,,,5,6,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Take sample on the road, muddy, plant",2016-11-17T09:17:05.615+07,uuid:0c9af87a-0ae6-4f5f-9f09-aebb28412514,1974,0c9af87a-0ae6-4f5f-9f09-aebb28412514,2016-11-17T02:44:24,306,,-1
2016-11-17T09:19:24.782+07,4.56062E+14,8.98551E+18,3.59125E+14,Flo510,Flo510,2016-11-17T09:19:00.000+07,13.3858007 103.85005244 -14.0 5.0,13.3858007,103.8500524,-14,5,0,,,,,5,6,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ksc, ls","Tree leave, grass, fish,",2016-11-17T09:20:32.804+07,uuid:b17cba89-087f-418e-8aa0-94763857cc43,1975,b17cba89-087f-418e-8aa0-94763857cc43,2016-11-17T02:44:26,307,,-1
2016-09-07T09:54:59.082+07,4.56062E+14,8.98551E+18,3.59125E+14,Ice104,Ice104,2016-09-07T09:55:00.000+07,13.35679303 103.88659811 3.0 5.0,13.35679303,103.8865981,3,5,0,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the ring road from small store.,2016-09-07T09:56:27.441+07,uuid:0f8be9b5-af36-4ded-9135-7b061ca97ed7,964,0f8be9b5-af36-4ded-9135-7b061ca97ed7,2016-09-07T03:41:20,37,,-1
2016-09-07T10:06:39.207+07,4.56062E+14,8.98551E+18,3.59125E+14,Ice105,Ice105,2016-09-07T10:06:00.000+07,13.35677545 103.88555003 -8.0 5.0,13.35677545,103.88555,-8,5,0,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the hygiene ice from store,2016-09-07T10:09:16.039+07,uuid:35e3da2f-6259-4478-9215-9904efcde175,966,35e3da2f-6259-4478-9215-9904efcde175,2016-09-07T03:41:25,39,,-1
2016-09-07T10:09:19.435+07,4.56062E+14,8.98551E+18,3.59125E+14,Ice106,Ice106,2016-09-07T10:09:00.000+07,13.35698243 103.88553833 -7.0 5.0,13.35698243,103.8855383,-7,5,0,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the cube ice at the store,2016-09-07T10:11:44.486+07,uuid:b22f2fae-cfbe-4799-b73b-1436a15940b3,967,b22f2fae-cfbe-4799-b73b-1436a15940b3,2016-09-07T03:41:28,40,,-1
2016-09-08T08:34:42.116+07,4.56062E+14,8.98551E+18,3.59125E+14,Ice107,Ice107,2016-09-08T08:35:00.000+07,13.35676428 103.88683787 -13.0 5.0,13.35676428,103.8868379,-13,5,0,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the cube ice from store along the ring road,2016-09-08T08:36:21.248+07,uuid:40ad320e-d48b-47d7-8057-1a8f2ddb8abd,979,40ad320e-d48b-47d7-8057-1a8f2ddb8abd,2016-09-08T02:12:55,46,,-1
2016-09-08T08:36:32.381+07,4.56E+14,8.99E+18,3.59E+14,Ice108,Ice108,2016-09-08T08:36:00.000+07,13.3566601 103.88676144 2.0 5.0,13.3566601,103.8867614,2,5,0,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the hygiene ice from store along the ring road,2016-09-08T08:38:14.884+07,uuid:6997e692-ede3-4e0f-8a30-a39719124844,980,6997e692-ede3-4e0f-8a30-a39719124844,2016-09-08T02:12:57,47,,-1
2016-09-08T08:52:28.553+07,4.56E+14,8.99E+18,3.59E+14,Ice109,Ice109,2016-09-08T08:52:00.000+07,13.35650512 103.88647715 -12.0 5.0,13.35650512,103.8864772,-12,5,0,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice along the ring road,2016-09-08T08:54:02.433+07,uuid:30c5beff-1874-43c1-b604-996c4ce1e4b1,984,30c5beff-1874-43c1-b604-996c4ce1e4b1,2016-09-08T02:13:07,51,,-1
2016-09-13T08:42:37.014+07,4.56E+14,8.99E+18,3.59E+14,Ice110,Ice110,2016-09-13T08:42:00.000+07,13.35654897 103.88636754 -48.0 5.0,13.35654897,103.8863675,-48,5,0,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice along the ring road at small store.,2016-09-13T08:44:57.009+07,uuid:4dfd623c-62bc-4d5a-be20-d95f3be6034a,1054,4dfd623c-62bc-4d5a-be20-d95f3be6034a,2016-09-13T02:08:20,13,,-1
2016-09-13T08:47:39.094+07,4.56E+14,8.99E+18,3.59E+14,Ice111,Ice111,2016-09-13T08:48:00.000+07,13.35652667 103.88641656 -7.0 5.0,13.35652667,103.8864166,-7,5,0,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the ring road at the small store.,2016-09-13T08:50:05.024+07,uuid:7728d938-bd43-4866-bc77-75f5cf1cc245,1055,7728d938-bd43-4866-bc77-75f5cf1cc245,2016-09-13T02:08:22,14,,-1
2016-09-13T08:53:52.009+07,4.56E+14,8.99E+18,3.59E+14,Ice112,Ice112,2016-09-13T08:54:00.000+07,13.35720663 103.88698797 7.0 5.0,13.35720663,103.886988,7,5,0,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the ring road at small store.,2016-09-13T08:54:57.440+07,uuid:77cc6fa8-eb91-403b-b675-ee1ed7786b49,1056,77cc6fa8-eb91-403b-b675-ee1ed7786b49,2016-09-13T02:08:24,15,,-1
2016-09-13T08:54:59.772+07,4.56E+14,8.99E+18,3.59E+14,Ice113,Ice113,2016-09-13T08:55:00.000+07,13.3571872 103.88696907 -4.0 5.0,13.3571872,103.8869691,-4,5,0,,,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice along the ring road at small store.,2016-09-13T08:56:08.862+07,uuid:a720c2f7-c5dd-485b-b8e7-6296702427f7,1057,a720c2f7-c5dd-485b-b8e7-6296702427f7,2016-09-13T02:08:27,16,,-1
2016-09-22T09:16:10.662+07,4.56E+14,8.99E+18,3.59E+14,Ice201,Ice201,2016-09-22T09:16:00.000+07,13.37610513 103.85874854 27.0 5.0,13.37610513,103.8587485,27,5,0,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice at small store,2016-09-22T09:17:22.180+07,uuid:fba017e1-70ab-4da9-8e07-f9d1a58de0d3,1139,fba017e1-70ab-4da9-8e07-f9d1a58de0d3,2016-09-22T03:26:49,71,,-1
2016-09-22T09:17:24.837+07,4.56E+14,8.99E+18,3.59E+14,Ice202,Ice202,2016-09-22T09:17:00.000+07,13.37595894 103.85888547 -5.0 5.0,13.37595894,103.8588855,-5,5,0,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice at small store,2016-09-22T09:18:24.984+07,uuid:4c23dc34-9002-43a1-88f5-53d7da88cc7f,1140,4c23dc34-9002-43a1-88f5-53d7da88cc7f,2016-09-22T03:26:51,72,,-1
2016-09-22T10:09:25.386+07,4.56E+14,8.99E+18,3.59E+14,Ice203,Ice203,2016-09-22T10:09:00.000+07,13.37796156 103.85896234 -8.0 5.0,13.37796156,103.8589623,-8,5,0,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the ring road from store,2016-09-22T10:11:08.462+07,uuid:35dec0f2-e416-4408-a8c0-994bce96bd1d,1151,35dec0f2-e416-4408-a8c0-994bce96bd1d,2016-09-22T03:27:19,83,,-1
2016-10-04T09:07:52.952+07,4.56E+14,8.99E+18,3.59E+14,Ice204,Ice204,2016-10-04T09:09:00.000+07,13.3764298 103.85761715 -4.0 5.0,13.3764298,103.8576172,-4,5,0,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice along the road,2016-10-04T09:11:13.638+07,uuid:b6e133a2-b41a-4881-a1c3-7551b1a33785,1216,b6e133a2-b41a-4881-a1c3-7551b1a33785,2016-10-04T03:15:16,90,,-1
2016-10-04T09:30:01.959+07,4.56E+14,8.99E+18,3.59E+14,Ice205,Ice205,2016-10-04T09:30:00.000+07,13.37711628 103.8585058 -4.0 5.0,13.37711628,103.8585058,-4,5,0,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice along the road,2016-10-04T09:32:06.995+07,uuid:784f10f9-4185-4ddf-837f-7ede01170ed3,1221,784f10f9-4185-4ddf-837f-7ede01170ed3,2016-10-04T03:15:25,95,,-1
2016-10-04T09:37:55.235+07,4.56E+14,8.99E+18,3.59E+14,Ice206,Ice206,2016-10-04T09:38:00.000+07,13.37834482 103.85598535 11.0 6.0,13.37834482,103.8559854,11,6,0,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the road,2016-10-04T09:39:34.059+07,uuid:5b186bb5-63c5-46d7-92a2-21b82553a41c,1222,5b186bb5-63c5-46d7-92a2-21b82553a41c,2016-10-04T03:15:27,96,,-1
2016-10-05T09:33:00.215+07,4.56E+14,8.99E+18,3.59E+14,Ice207,Ice207,2016-10-05T09:33:00.000+07,13.37683634 103.85468528 -7.0 5.0,13.37683634,103.8546853,-7,5,0,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice along the kumruthemey road,2016-10-05T09:34:55.955+07,uuid:5b544ab6-2069-43d3-822b-ae2216ff7e93,1251,5b544ab6-2069-43d3-822b-ae2216ff7e93,2016-10-05T03:05:11,111,,-1
2016-10-05T09:41:58.007+07,4.56E+14,8.99E+18,3.59E+14,Ice208,Ice208,2016-10-05T09:42:00.000+07,13.37707958 103.85266902 7.0 5.0,13.37707958,103.852669,7,5,0,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice along the kumruthemey road from small store,2016-10-05T09:43:54.156+07,uuid:5d14a62f-0049-487b-9600-a8b6f0b3f94c,1254,5d14a62f-0049-487b-9600-a8b6f0b3f94c,2016-10-05T03:05:17,114,,-1
2016-10-05T09:47:22.686+07,4.56E+14,8.99E+18,3.59E+14,Ice209,Ice209,2016-10-05T09:47:00.000+07,13.37781333 103.85419368 8.0 5.0,13.37781333,103.8541937,8,5,0,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the acleda bank road,2016-10-05T09:49:18.016+07,uuid:ad82cb9b-87a1-4540-9f8b-d1505f38b630,1255,ad82cb9b-87a1-4540-9f8b-d1505f38b630,2016-10-05T03:05:20,115,,-1
2016-10-05T09:51:30.146+07,4.56E+14,8.99E+18,3.59E+14,Ice210,Ice210,2016-10-05T09:52:00.000+07,13.37838064 103.85513834 13.0 5.0,13.37838064,103.8551383,13,5,0,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the kralanh road,2016-10-05T09:52:57.510+07,uuid:e0d2095f-d7f9-4c4c-80c6-33c31b5b4eb8,1256,e0d2095f-d7f9-4c4c-80c6-33c31b5b4eb8,2016-10-05T03:05:22,116,,-1
2016-10-12T08:44:50.319+07,4.56E+14,8.99E+18,3.59E+14,Ice301,Ice301,2016-10-12T08:45:00.000+07,13.35294404 103.84913727 16.0 5.0,13.35294404,103.8491373,16,5,0,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice at small store along town center drain,2016-10-12T08:46:08.380+07,uuid:cb693450-7141-4c95-ace4-e9c178da934c,1353,cb693450-7141-4c95-ace4-e9c178da934c,2016-10-12T02:45:49,143,,-1
2016-10-12T08:46:10.813+07,4.56E+14,8.99E+18,3.59E+14,Ice302,Ice302,2016-10-12T08:46:00.000+07,13.35290944 103.84907351 -19.0 5.0,13.35290944,103.8490735,-19,5,0,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice at small store along town center drain,2016-10-12T08:47:16.476+07,uuid:d143ee04-ce57-48f6-b84c-9bc8c9008c74,1354,d143ee04-ce57-48f6-b84c-9bc8c9008c74,2016-10-12T02:45:51,144,,-1
2016-10-12T08:57:46.549+07,4.56E+14,8.99E+18,3.59E+14,Ice303,Ice303,2016-10-12T08:58:00.000+07,13.35378765 103.84942648 15.0 5.0,13.35378765,103.8494265,15,5,0,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the road,2016-10-12T08:58:48.413+07,uuid:c919a7c7-f7d4-4a60-a6d2-937fff2ab34c,1357,c919a7c7-f7d4-4a60-a6d2-937fff2ab34c,2016-10-12T02:45:57,147,,-1
2016-10-13T08:31:23.526+07,4.56E+14,8.99E+18,3.59E+14,Ice304,Ice304,2016-10-13T08:31:00.000+07,13.35303831 103.85117987 20.0 3.0,13.35303831,103.8511799,20,3,0,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the road,2016-10-13T08:32:23.982+07,uuid:bb9b85e4-b42f-48b9-99a2-515ef4031576,1374,bb9b85e4-b42f-48b9-99a2-515ef4031576,2016-10-13T02:25:28,153,,-1
2016-10-13T08:34:44.132+07,4.56E+14,8.99E+18,3.59E+14,Ice305,Ice305,2016-10-13T08:34:00.000+07,13.35225082 103.8507985 0.0 5.0,13.35225082,103.8507985,0,5,0,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice along the road,2016-10-13T08:36:22.759+07,uuid:7de8b452-2ab1-4476-8b61-1aaca79d8cc5,1375,7de8b452-2ab1-4476-8b61-1aaca79d8cc5,2016-10-13T02:25:30,154,,-1
2016-10-13T09:01:32.537+07,4.56E+14,8.99E+18,3.59E+14,Ice306,Ice306,2016-10-13T09:01:00.000+07,13.35275312 103.84893214 -1.0 5.0,13.35275312,103.8489321,-1,5,0,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice along the tcd,2016-10-13T09:02:48.754+07,uuid:f1d39f95-a166-4920-be2a-141570798b79,1381,f1d39f95-a166-4920-be2a-141570798b79,2016-10-13T02:25:42,160,,-1
2016-10-18T09:30:12.507+07,4.56E+14,8.99E+18,3.59E+14,Ice307,Ice307,2016-10-18T09:30:00.000+07,13.35217681 103.85079035 16.0 5.0,13.35217681,103.8507904,16,5,0,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the road,2016-10-18T10:05:13.728+07,uuid:0d3d88c4-1372-4f71-9828-77030747b3ed,1469,0d3d88c4-1372-4f71-9828-77030747b3ed,2016-10-18T03:08:30,188,,-1
2016-10-18T09:31:15.189+07,4.56E+14,8.99E+18,3.59E+14,Ice308,Ice308,2016-10-18T09:31:00.000+07,13.35218922 103.85078251 11.0 5.0,13.35218922,103.8507825,11,5,0,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the road,2016-10-18T09:32:19.377+07,uuid:38f34197-d780-48d9-88d6-dd552219d418,1465,38f34197-d780-48d9-88d6-dd552219d418,2016-10-18T03:03:12,184,,-1
2016-10-18T09:34:32.365+07,4.56E+14,8.99E+18,3.59E+14,Ice309,Ice309,2016-10-18T09:34:00.000+07,13.3537421 103.84939215 -25.0 5.0,13.3537421,103.8493922,-25,5,0,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the road,2016-10-18T09:35:39.379+07,uuid:d4d328e5-050d-4478-a46b-24716106c5e4,1466,d4d328e5-050d-4478-a46b-24716106c5e4,2016-10-18T03:03:43,185,,-1
2016-10-18T09:35:42.389+07,4.56E+14,8.99E+18,3.59E+14,Ice310,Ice310,2016-10-18T09:35:00.000+07,13.35372383 103.8494216 -19.0 5.0,13.35372383,103.8494216,-19,5,0,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy cube ice along the road,2016-10-18T09:36:41.343+07,uuid:c8417d42-0510-440a-bcc4-32c72f492930,1467,c8417d42-0510-440a-bcc4-32c72f492930,2016-10-18T03:04:30,186,,-1
2016-10-26T08:37:21.513+07,4.56062E+14,8.98551E+18,3.59125E+14,Ice401,Ice401,2016-10-26T08:37:00.000+07,13.37592536 103.85878489 -13.0 5.0,13.37592536,103.8587849,-13,5,0,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the cube ice along the road at store,2016-10-26T08:38:59.736+07,uuid:a21da660-114d-45a7-9201-582a1f7bd070,1600,a21da660-114d-45a7-9201-582a1f7bd070,2016-10-26T02:16:30,219,,-1
2016-10-26T08:39:01.738+07,4.56062E+14,8.98551E+18,3.59125E+14,Ice402,Ice402,2016-10-26T08:39:00.000+07,13.37589781 103.85887235 -1.0 5.0,13.37589781,103.8588724,-1,5,0,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the hygiene ice along the road at store,2016-10-26T08:39:51.437+07,uuid:460f5347-749e-411c-9984-d8a0bd15bf5d,1601,460f5347-749e-411c-9984-d8a0bd15bf5d,2016-10-26T02:16:32,220,,-1
2016-10-26T08:44:15.234+07,4.56062E+14,8.98551E+18,3.59125E+14,Ice403,Ice403,2016-10-26T08:44:00.000+07,13.37579259 103.85880313 -2.0 5.0,13.37579259,103.8588031,-2,5,0,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the cube ice along the road at store,2016-10-26T08:45:34.965+07,uuid:a5fc8ecb-83a5-4aaa-80d6-f0090c648018,1604,a5fc8ecb-83a5-4aaa-80d6-f0090c648018,2016-10-26T02:16:39,223,,-1
2016-10-26T08:56:03.006+07,4.56062E+14,8.98551E+18,3.59125E+14,Ice404,Ice404,2016-10-26T08:56:00.000+07,13.37574515 103.85913846 15.0 4.0,13.37574515,103.8591385,15,4,0,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the cube ice along the road at store,2016-10-26T08:56:52.154+07,uuid:0e58af0b-5489-4d82-9b0f-c704c67e5e3a,1607,0e58af0b-5489-4d82-9b0f-c704c67e5e3a,2016-10-26T02:16:46,226,,-1
2016-10-26T09:04:44.799+07,4.56062E+14,8.98551E+18,3.59125E+14,Ice405,Ice405,2016-10-26T09:04:00.000+07,13.37621403 103.85387638 2.0 5.0,13.37621403,103.8538764,2,5,0,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy hygiene ice along the road at store,2016-10-26T09:05:32.791+07,uuid:a5934eea-788d-43b3-8a8f-2f18cb96091c,1608,a5934eea-788d-43b3-8a8f-2f18cb96091c,2016-10-26T02:16:48,227,,-1
2016-10-26T09:07:16.720+07,4.56062E+14,8.98551E+18,3.59125E+14,Ice406,Ice406,2016-10-26T09:07:00.000+07,13.37713371 103.85416004 -5.0 5.0,13.37713371,103.85416,-5,5,0,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,"Ksc, ls",Buy the hygiene ice along the road,2016-10-26T09:08:11.887+07,uuid:4c209415-5b8e-4feb-828f-ae0f82e0f2e2,1609,4c209415-5b8e-4feb-828f-ae0f82e0f2e2,2016-10-26T02:16:50,228,,-1
