deviceid,h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_home_type,h_rainweek,h_population,h_c,h_s,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_d,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_f,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_dw,h_dw_a,h_dw_a_other,h_dw_c,h_dw_c_other,h_dw_e_wt_note,h_dw_e_wt,h_dw_e_wt_other,h_o,h_o_a,h_o_a_other,h_o_c,h_o_c_other,h_bw,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_p,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_e,h_p_e_other,h_sf,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_l,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_pl,h_pl_a_th,h_pl_a_th_other,h_pl_a_tu,h_pl_a_tu_other,h_pl_a_tw,h_pl_a_tw_other,h_pl_a_tf,h_pl_a_tf_other,h_pl_a_ts,h_pl_a_ts_other,h_end,h_notes,h_enum,__version__,_id,_uuid,_submission_time,_index
3.60E+14,595,2017-06-14T14:14:00.257+06,,23.725117,90.37363,,,88,2,1,6,1,,2,,3,,,2,,2,,,2,,2,,,1,,1,,,2,,,,,,,,3,,3,,,3,,3,,1,,,3,,3,,,2,,2,,,2,,,,,,,,,,,,,,,9f0728f8-22cc-4999-8c75-883dd4d66950,2017-06-19T10:21:19,
3.60E+14,596,2017-06-14T09:51:00.330+06,23.725565471418516 90.37345527134093 -50.0 0.0,23.72556547,90.37345527,-50,0,88,2,1,4,1,,4,,4,,,3,,4,,,3,,5,,,1,,1,,,1,,,,,,,,2,,2,,,4,,4,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,Not applicable,,,,1a2832d6-54d6-4d87-be37-2eb28353a823,2017-06-20T06:22:21,
3.60E+14,597,2017-06-14T10:18:00.423+06,23.725709513902274 90.37341317325955 -54.42182911094278 5.0,23.72570951,90.37341317,-54.42182911,5,88,2,1,6,1,,4,,4,,,1,,1,,,3,,5,,,4,,4,,,1,,,,,,,,1,,2,,,3,,4,,1,,,4,,4,,,1,,1,,,2,,,,,,,,,,,Not applicable,,,,1ab6c776-54d5-4324-b37b-94718056013a,2017-06-20T05:15:59,
3.60E+14,598,2017-06-14T12:48:00.269+06,23.72607835451711 90.37342244007473 -44.0 0.0,23.72607835,90.37342244,-44,0,88,2,1,5,1,,4,,4,,,1,,5,,,3,,5,,,1,,1,,,1,,,,,,,,1,,2,,,5,,5,,1,,,4,,5,,,1,,1,,,2,,,,,,,,,,,Not applicable,,,,255e9479-a730-46d8-ae5a-5808513952c5,2017-06-20T06:22:54,
3.60E+14,599,2017-06-14T09:46:00.996+06,23.7280735 90.3690978 0.0 1000.0,23.7280735,90.3690978,0,1000,88,2,1,4,1,,3,,3,,,1,,1,,,2,,3,,,1,,1,,,1,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,fb20ffbd-25f0-4e9c-aee3-9b8adc28784f,2017-06-18T11:29:53,
3.60E+14,600,2017-06-14T10:12:00.726+06,23.7254632 90.3720401 0.0 699.999,23.7254632,90.3720401,0,699.999,88,2,1,3,1,,4,,3,,,1,,1,,,1,,1,,,1,,1,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,1,,1,,,2,,,,,,,,,,,,,,,69de05e7-ec96-4132-876d-5e0b3b6e52b5,2017-06-18T11:44:45,
3.60E+14,701,2017-09-24T11:18:00.000+06,,,,,,0,2,1,5,1,,6,,6,,,6,,6,,,6,,6,,,1,,1,,,1,,,,,,,,6,,6,,,6,,6,,4,,,6,,6,,,6,,6,,,4,,,,,,,,,,,,2,,5445,a5055d1b-b443-4a38-88e7-3d442a02d287,2018-01-02T10:24:54,741
3.60E+14,702,2017-09-23T10:04:00.000+06,,,,,,0,2,0,6,1,,6,,6,,,6,,6,,,6,,6,,,6,,6,,,1,,,,,,,,3,,3,,,4,,4,,1,,,4,,4,,,6,,6,,,1,,1,,1,,2,,,,,,2,,5446,ab324c46-d10f-4d49-88f7-a77836a05222,2018-01-02T10:25:02,742
3.60E+14,703,2017-09-23T10:18:00.000+06,,,,,,0,2,1,7,1,,4,,4,,,4,,4,,,4,,4,,,1,,1,,,1,,,,,,,,2,,3,,,4,,5,,1,,,4,,3,,,4,,4,,,1,,1,,1,,2,,,,,,2,,5447,ca38d2da-2f0a-4c05-9b11-5fefe42bfa1d,2018-01-02T10:25:04,743
3.60E+14,704,2017-08-30T10:23:00.000+06,,,,,,0,2,0,3,1,,4,,4,,,6,,6,,,6,,6,,,6,,6,,,4,,,,,,,,1,,3,,,3,,3,,1,,,6,,6,,,6,,6,,,1,,1,,1,,2,,,,,,2,,5448,3d73f24b-526a-457a-a498-b398614f1de1,2018-01-02T10:25:06,744
3.60E+14,705,2017-09-23T10:45:00.000+06,,,,,,0,2,1,5,1,,3,,3,,,3,,3,,,4,,4,,,1,,1,,,1,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,4,,4,,,1,,1,,1,,2,,,,,,2,,5449,dc6bad00-f806-4999-b31c-a9422e67e609,2018-01-02T10:25:09,745
3.60E+14,706,2017-09-14T10:49:00.000+06,,,,,,0,1,1,6,1,,4,,4,,,4,,4,,,4,,4,,,1,,1,,,1,,,,,,,,2,,2,,,4,,3,,1,,,4,,4,,,4,,4,,,1,,1,,1,,2,,,,,,2,,5450,54809e16-26bb-4f3c-ab76-820e063a3d50,2018-01-02T10:25:28,746
3.60E+14,707,2017-08-28T10:54:00.000+06,,,,,,0,2,1,5,1,,4,,4,,,4,,4,,,4,,4,,,1,,1,,,1,,,,,,,,1,,2,,,3,,3,,1,,,3,,4,,,4,,4,,,1,,1,,1,,2,,,,,,2,,5451,ea758d42-ec5e-4841-a73e-93d62a16e684,2018-01-02T10:25:30,747
3.60E+14,708,2017-08-28T10:58:00.000+06,,,,,,0,2,1,3,1,,4,,4,,,4,,4,,,4,,4,,,4,,4,,,1,,,,,,,,2,,2,,,3,,4,,1,,,4,,3,,,4,,4,,,1,,1,,1,,2,,,,,,2,,5452,1cc881b4-5d1e-47e0-ad4f-9ee6a646484a,2018-01-02T10:25:32,748
3.60E+14,709,2017-09-23T11:12:00.000+06,,,,,,0,2,1,7,1,,4,,5,,,4,,4,,,4,,4,,,1,,1,,,1,,,,,,,,2,,3,,,4,,5,,1,,,4,,3,,,4,,4,,,1,,1,,1,,2,,,,,,2,,5453,035714f3-51d0-4e60-97bc-baf54a43113b,2018-01-02T10:25:35,749
3.60E+14,710,2017-09-23T11:17:00.000+06,,,,,,0,2,0,5,1,,6,,6,,,6,,6,,,6,,6,,,6,,6,,,4,,,,,,,,6,,6,,,6,,6,,4,,,6,,6,,,6,,6,,,4,,,,,,,,,,,,2,,5454,23290704-19e6-49ff-9641-c57c0a565261,2018-01-02T10:25:38,750
3.60E+14,711,2017-09-19T11:39:00.000+06,,,,,,0,2,0,0,0,,6,,,,,6,,,,,6,,,,,6,,,,,4,,,,,,,,6,,,,,6,,,,4,,,6,,,,,6,,,,,4,,,,,,,,,,,,2,,5455,718b4cb6-82cc-4467-b184-61b9c8740463,2018-01-02T10:26:05,751
3.60E+14,712,2017-09-19T12:03:00.000+06,,,,,,0,1,1,6,1,,3,,3,,,3,,3,,,2,,2,,,2,,2,,,1,,,,,,,,2,,2,,,2,,3,,1,,,6,,6,,,6,,6,,,1,,1,,1,,1,,,,,,2,,5456,e586776d-0c69-44ea-94d6-a99bb23c79fe,2018-01-02T10:26:07,752
3.60E+14,713,2017-09-19T12:11:00.000+06,,,,,,0,2,1,4,1,,4,,4,,,3,,3,,,4,,4,,,1,,1,,,1,,,,,,,,3,,3,,,6,,3,,1,,,3,,4,,,3,,4,,,1,,1,,1,,3,,,,,,2,,5457,2327e2ba-0593-42c6-972e-a889ae0c1d36,2018-01-02T10:26:09,753
3.60E+14,714,2017-09-19T12:15:00.000+06,,,,,,0,2,1,8,1,,4,,4,,,1,,4,,,1,,1,,,4,,4,,,4,,,,,,,,2,,2,,,3,,3,,1,,,6,,6,,,4,,4,,,1,,1,,1,,2,,,,,,2,,5458,1ea2adce-2b91-4035-965d-6d2f2be95b45,2018-01-02T10:26:11,754
3.60E+14,715,2017-09-19T12:20:00.000+06,,,,,,0,2,0,8,1,,4,,4,,,1,,4,,,1,,1,,,4,,4,,,1,,,,,,,,1,,1,,,3,,3,,1,,,6,,6,,,4,,4,,,1,,1,,2,,2,,,,,,2,,5459,4815e11b-3cab-4b4c-95a9-81f4a64c0d9b,2018-01-02T10:26:14,755
3.60E+14,716,2017-08-20T12:24:00.000+06,,,,,,0,2,1,4,1,,4,,4,,,2,,5,,,5,,4,,,4,,4,,,1,,,,,,,,1,,1,,,2,,2,,1,,,5,,4,,,4,,4,,,1,,1,,1,,2,,,,,,2,,5460,99e72df3-34be-4114-8db8-703873d1e9e3,2018-01-02T10:26:17,756
3.60E+14,717,2017-09-19T12:29:00.000+06,,,,,,0,2,1,0,1,,4,,4,,,1,,4,,,1,,1,,,4,,4,,,1,,,,,,,,1,,1,,,3,,3,,1,,,6,,6,,,4,,4,,,1,,1,,1,,2,,,,,,2,,5461,c625681c-aa58-44bf-9f7d-f5ec5f45bfaf,2018-01-02T10:26:24,757
3.60E+14,718,2017-09-19T12:33:00.000+06,,,,,,0,1,1,4,1,,3,,3,,,3,,3,,,3,,3,,,3,,3,,,1,,,,,,,,2,,2,,,2,,3,,1,,,2,,2,,,3,,3,,,1,,1,,1,,2,,,,,,2,,5462,0912725f-6167-479d-b724-6ce04615bb35,2018-01-02T10:26:26,758
3.60E+14,801,2017-12-31T10:57:00.000+06,,,,,,99,2,1,5,1,,4,,4,,,1,,1,,,5,,5,,,1,,1,,,1,,,,,,,,2,,2,,,2,,2,,1,,,3,,3,,,4,,4,,,1,,1,,1,,2,,,,,,1,,5436,469cb569-f937-486b-b52d-dd2b5fde353f,2017-12-31T15:18:41,732
3.60E+14,802,2017-08-27T11:09:00.000+06,,,,,,99,1,1,3,1,,1,,1,,,4,,4,,,3,,3,,,1,,1,,,1,,,,,,,,2,,1,,,5,,5,,1,,,1,,1,,,6,,6,,,1,,1,,1,,3,,,,,,1,,5437,d72012bd-ba74-4b4b-8544-7907efca541c,2017-12-31T15:18:44,733
3.60E+14,803,2017-08-27T11:25:00.000+06,,,,,,99,1,0,0,1,,3,,1,,,1,,3,,,1,,1,,,1,,1,,,1,,,,,,,,1,,3,,,1,,1,,1,,,1,,1,,,1,,1,,,1,,1,,1,,1,,,,,,1,,5438,22d3e15e-e042-443d-b95b-a04dc8d5d44b,2017-12-31T15:18:46,734
3.60E+14,804,2017-08-27T11:41:00.000+06,,,,,,99,1,1,4,1,,3,,5,,,2,,3,,,3,,5,,,1,,1,,,1,,,,,,,,2,,2,,,3,,3,,1,,,4,,4,,,4,,4,,,1,,1,,4,,1,,,,,,1,,5439,4882b134-285e-4153-b823-ed9041c5f5ea,2017-12-31T15:18:48,735
3.60E+14,805,2017-08-27T11:47:00.000+06,,,,,,99,1,1,4,1,,4,,4,,,2,,1,,,5,,5,,,1,,1,,,1,,,,,,,,2,,2,,,3,,3,,1,,,4,,3,,,4,,4,,,1,,1,,1,,2,,,,,,1,,5430,93da1a81-b017-47eb-a6ae-8f9ea74b993a,2017-12-31T15:17:37,726
3.60E+14,806,2017-08-26T11:53:00.000+06,,,,,,99,2,1,4,1,,4,,4,,,4,,4,,,4,,5,,,1,,1,,,1,,,,,,,,3,,3,,,3,,3,,1,,,6,,6,,,5,,5,,,1,,1,,1,,2,,,,,,1,,5431,3c8b8457-d148-4885-a792-f5420e065680,2017-12-31T15:17:39,727
3.60E+14,807,2017-08-25T12:00:00.000+06,,,,,,99,1,1,5,1,,4,,4,,,1,,1,,,3,,3,,,1,,1,,,1,,,,,,,,2,,1,,,2,,2,,1,,,2,,2,,,6,,6,,,1,,1,,1,,2,,,,,,1,,5432,60c34793-397a-43d2-9c34-1283d0d7d5c3,2017-12-31T15:17:42,728
3.60E+14,808,2017-08-26T12:06:00.000+06,,,,,,99,2,1,4,1,,4,,4,,,4,,4,,,4,,5,,,1,,1,,,1,,,,,,,,3,,3,,,3,,3,,1,,,4,,3,,,5,,4,,,1,,1,,1,,2,,,,,,1,,5433,37bbd081-8473-4409-8b27-fc9514c02556,2017-12-31T15:17:44,729
3.60E+14,809,2017-08-27T12:23:00.000+06,,,,,,99,2,1,0,1,,4,,4,,,4,,4,,,5,,4,,,5,,5,,,1,,,,,,,,2,,2,,,3,,2,,1,,,3,,5,,,4,,4,,,1,,1,,2,,2,,,,,,1,,5434,09745890-1d67-4db5-8df4-93227dfeafc3,2017-12-31T15:17:46,730
3.60E+14,810,2017-08-26T12:30:00.000+06,,,,,,99,2,1,5,1,,6,,6,,,6,,6,,,6,,6,,,6,,6,,,4,,,,,,,,6,,6,,,6,,6,,4,,,6,,6,,,6,,6,,,4,,,,,,,,,,,,1,,5435,83a1e845-1df6-4613-abd2-d99060581cbc,2017-12-31T15:17:48,731
3.60E+14,811,2017-08-27T12:42:00.000+06,,,,,,99,2,0,0,0,,6,,,,,6,,,,,6,,,,,6,,,,,4,,,,,,,,6,,,,,6,,,,4,,,6,,,,,6,,,,,1,,1,,1,,2,,,,,,1,,5424,3a148240-b750-4d4e-9e17-2d92d111f933,2017-12-31T15:16:13,720
3.60E+14,812,2017-08-27T12:51:00.000+06,,,,,,99,2,0,0,0,,6,,,,,6,,,,,6,,,,,6,,,,,4,,,,,,,,6,,,,,6,,,,4,,,6,,,,,6,,,,,4,,,,,,,,,,,,1,,5425,d2cadb92-3110-4f70-ac79-423b848228f9,2017-12-31T15:16:18,721
3.60E+14,813,2017-08-28T12:58:00.000+06,,,,,,99,2,1,0,1,,6,,6,,,6,,6,,,6,,6,,,6,,6,,,4,,,,,,,,6,,6,,,6,,6,,4,,,6,,6,,,6,,6,,,4,,,,,,,,,,,,1,,5426,9bbb53a5-7025-4907-ae9b-599def6094be,2017-12-31T15:16:20,722
3.60E+14,814,2017-08-28T13:04:00.000+06,,,,,,99,2,0,0,0,,6,,,,,6,,,,,6,,,,,6,,,,,4,,,,,,,,6,,,,,6,,,,4,,,6,,,,,6,,,,,4,,,,,,,,,,,,1,,5427,afdf62ee-793a-48fc-9a1a-6426770cb0d8,2017-12-31T15:16:22,723
3.60E+14,815,2017-08-28T13:09:00.000+06,,,,,,99,2,0,0,0,,6,,,,,6,,,,,6,,,,,6,,,,,4,,,,,,,,6,,,,,6,,,,4,,,6,,,,,6,,,,,4,,,,,,,,,,,,1,,5428,704f74ea-efad-4371-a383-68df9ce0c7ae,2017-12-31T15:16:24,724
3.60E+14,816,2017-08-28T13:15:00.000+06,,,,,,99,2,1,5,1,,6,,6,,,6,,6,,,6,,6,,,6,,6,,,1,,,,,,,,2,,2,,,6,,4,,1,,,6,,6,,,6,,6,,,1,,1,,1,,2,,,,,,1,,5429,b2e0a240-a57c-45e4-a002-2227d259d575,2017-12-31T15:16:26,725
3.60E+14,817,2017-08-27T13:22:00.000+06,,,,,,99,2,0,0,0,,6,,,,,6,,,,,6,,,,,6,,,,,4,,,,,,,,6,,,,,6,,,,4,,,6,,,,,6,,,,,4,,,,,,,,,,,,1,,5419,76614970-63af-4250-88a0-bad1cbcdc72b,2017-12-31T15:14:58,715
3.60E+14,818,2017-08-27T14:47:00.000+06,,,,,,99,2,1,6,1,,6,,6,,,1,,1,,,6,,6,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,4,,4,,,1,,1,,1,,2,,,,,,1,,5420,e4e64cd4-bd82-44b8-ac6e-f419753ec48a,2017-12-31T15:15:01,716
3.60E+14,819,2017-08-28T14:52:00.000+06,,,,,,99,2,1,5,1,,6,,6,,,1,,1,,,6,,6,,,4,,4,,,2,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,4,,4,,,1,,1,,1,,2,,,,,,1,,5421,467548d8-a890-4ed2-b153-d8481526f96a,2017-12-31T15:15:02,717
3.60E+14,820,2017-08-27T14:58:00.000+06,,,,,,99,1,1,5,1,,5,,6,,,6,,6,,,6,,6,,,6,,6,,,4,,,,,,,,6,,6,,,6,,6,,4,,,6,,6,,,6,,6,,,4,,,,,,,,,,,,1,,5422,484aa337-752f-469a-b4a7-60de8980d16e,2017-12-31T15:15:05,718
3.60E+14,821,2017-08-27T15:11:00.000+06,,,,,,99,2,1,0,1,,6,,6,,,6,,6,,,6,,6,,,6,,6,,,4,,,,,,,,1,,2,,,6,N=A,6,,4,,,6,,6,,,6,,6,,,4,,,,,,,,,,,,1,,5423,e282dba8-a0e6-4794-a81e-09f45bdbbc80,2017-12-31T15:15:07,719
3.60E+14,822,2017-08-27T15:25:00.000+06,,,,,,99,1,1,5,1,,6,,5,,,6,,6,,,6,,6,,,6,,6,,,4,,,,,,,,6,,6,,,6,,6,,4,,,6,,6,,,6,,6,,,2,,,,,,,,,,,,1,,5417,8d7801b1-419f-4663-b1db-918f89125919,2017-12-31T15:14:07,713
3.60E+14,823,2017-08-27T15:34:00.000+06,,,,,,99,2,1,5,1,,4,,4,,,4,,4,,,4,,4,,,4,,4,,,1,,,,,,,,1,,3,,,3,,3,,1,,,3,,3,,,4,,4,,,1,,1,,1,,2,,,,,,1,,5418,20e87e5e-f3ff-405b-9bc5-fee58cf9791b,2017-12-31T15:14:09,714
3.60E+14,824,2017-08-27T09:57:00.000+06,,,,,,99,1,1,3,1,,6,,6,,,4,,4,,,6,,6,,,6,,6,,,1,,,,,,,,2,,2,,,3,,3,,1,,,6,,3,,,6,,6,,,1,,1,,1,,2,,,,,,1,,5440,b771da07-6e14-4acf-a12c-15cb1257cd99,2018-01-02T10:20:48,736
3.60E+14,825,2017-08-27T10:06:00.000+06,,,,,,99,1,1,4,1,,5,,4,,,3,,3,,,3,,3,,,6,,6,,,4,,,,,,,,6,,6,,,6,,6,,4,,,6,,3,,,6,,6,,,4,,,,,,,,,,,,1,,5441,8bbc6f89-cebb-4f1c-aa34-73b02582984d,2018-01-02T10:20:52,737
3.60E+14,826,2017-08-28T10:19:00.000+06,,,,,,99,2,1,50,1,,5,,4,,,4,,4,,,5,,5,,,4,,5,,,1,,,,,,,,3,,5,,,1,,1,,1,,,1,,2,,,5,,5,,,3,,,,,,,,,,,,1,,5442,ec571e18-1c79-4a3a-818b-d9b49f4c9aac,2018-01-02T10:20:56,738
3.60E+14,827,2017-09-13T10:28:00.000+06,,,,,,99,2,1,0,1,,5,,4,,,4,,3,,,4,,4,,,5,,5,,,2,,,,,,,,3,,5,,,5,,3,,1,,,2,,3,,,4,,4,,,1,,1,,1,,3,,,,,,1,,5443,20e3b9e5-cd96-4b02-b27b-e200f4b55b10,2018-01-02T10:20:59,739
3.60E+14,828,2017-10-11T10:33:00.000+06,,,,,,99,2,1,0,1,,5,,5,,,4,,3,,,4,,4,,,1,,5,,,3,,,,,,,,4,,5,,,5,,3,,1,,,5,,5,,,5,,5,,,1,,2,,1,,2,,,,,,1,,5444,155ab277-df4f-4500-953c-e3551f09bf94,2018-01-02T10:21:04,740
3.60E+14,829,2017-08-13T10:40:00.000+06,,,,,,99,2,1,0,1,,5,,5,,,5,,5,,,4,,4,,,5,,5,,,4,,,,,,,,3,,3,,,5,,5,,3,,,1,,1,,,5,,5,,,4,,,,,,,,,,,,1,,5471,824b4422-8a74-4194-b235-92d45400b541,2018-01-02T10:27:26,767
3.60E+14,830,2017-09-10T10:45:00.000+06,,,,,,99,2,1,4,1,,5,,5,,,4,,3,,,4,,4,,,5,,5,,,2,,,,,,,,3,,5,,,5,,3,,1,,,1,,2,,,4,,4,,,1,,1,,1,,2,,,,,,1,,5472,e2274686-87a8-46d4-afc5-d2a7e04b7a08,2018-01-02T10:27:28,768
3.60E+14,831,2017-08-13T10:59:00.000+06,,,,,,99,1,1,0,1,,5,,5,,,5,,5,,,4,,4,,,5,,5,,,4,,,,,,,,3,,3,,,6,,6,,4,,,5,,5,,,5,,5,,,4,,,,,,,,,,,,1,,5474,f9840054-b8b5-4f2c-b983-a78c882b985c,2018-01-02T10:27:30,770
3.60E+14,832,2018-01-02T11:03:00.000+06,,,,,,99,2,0,0,0,,6,,,,,6,,,,,6,,,,,6,,,,,4,,,,,,,,6,,,,,6,,,,4,,,6,,,,,6,,,,,4,,,,,,,,,,,,1,,5475,ceb0ec04-4ebc-48ed-b539-d3cf44ff475f,2018-01-02T10:27:32,771
3.60E+14,833,2018-01-02T11:07:00.000+06,,,,,,99,2,0,0,0,,6,,,,,6,,,,,6,,,,,6,,,,,4,,,,,,,,6,,,,,6,,,,4,,,6,,,,,6,,,,,4,,,,,,,,,,,,1,,5477,d69fb47d-d9d0-4009-91e2-c6eccb70e14c,2018-01-02T10:27:34,773
3.60E+14,901,2018-01-02T11:26:00.000+06,,,,,,44,2,0,0,0,,6,,,,,6,,,,,6,,,,,6,,,,,4,,,,,,,,6,,,,,6,,,,4,,,6,,,,,6,,,,,4,,,,,,,,,,,,1,,5486,846425c8-e0a3-43fd-948f-87064a9f3dac,2018-01-02T10:33:30,782
3.60E+14,902,2018-01-02T11:37:00.000+06,,,,,,44,1,0,0,1,,4,,4,,,4,,4,,,3,,4,,,1,,1,,,1,,,,,,,,2,,2,,,3,,3,,1,,,4,,3,,,4,,4,,,1,,1,,1,,2,,,,,,1,,5487,5789a3ca-b308-4d09-a43c-65365f3f1efd,2018-01-02T10:33:32,783
3.60E+14,903,2018-01-02T12:02:00.000+06,,,,,,44,2,0,8,0,,6,,,,,6,,,,,6,,,,,6,,,,,4,,,,,,,,6,,,,,6,,,,4,,,6,,,,,6,,,,,4,,,,,,,,,,,,1,,5488,e748daae-0bb5-40a6-a9cc-cea2a67177b7,2018-01-02T10:33:35,784
3.60E+14,904,2018-01-02T12:06:00.000+06,,,,,,44,2,0,0,1,,1,,1,,,3,,3,,,1,,1,,,1,,2,,,2,,,,,,,,4,,4,,,1,,1,,2,,,1,,1,,,1,,1,,,2,,,,,,,,,,,,1,,5489,079e484f-bf56-4547-8ec1-8e46fd84157c,2018-01-02T10:33:37,785
3.60E+14,905,2018-01-02T12:13:00.000+06,,,,,,44,2,1,0,1,,3,,3,,,3,,3,,,3,,3,,,6,,6,,,4,,,,,,,,6,,6,,,6,,6,,4,,,6,,6,,,6,,6,,,4,,,,,,,,,,,,1,,5490,b71941e4-11f3-4d45-baf3-81a23bee2ba0,2018-01-02T10:33:39,786
3.60E+14,906,2017-09-20T12:19:00.000+06,,,,,,44,1,1,4,1,,4,,4,,,4,,4,,,4,,4,,,1,,1,,,1,,,,,,,,2,,2,,,3,,3,,1,,,4,,2,,,4,,4,,,4,,,,,,,,,,,,1,,5491,34adae7f-5cfd-4c02-b157-728c91b1a88e,2018-01-02T10:33:48,787
3.60E+14,907,2018-01-02T12:23:00.000+06,,,,,,44,2,1,0,1,,6,,6,,,6,,6,,,6,,6,,,6,,6,,,4,,,,,,,,6,,6,,,6,,6,,4,,,6,,6,,,6,,6,,,4,,,,,,,,,,,,1,,5492,c19a23f3-0b27-4476-ad38-c6f6b12503d8,2018-01-02T10:33:50,788
3.60E+14,908,2018-01-02T12:29:00.000+06,,,,,,44,2,1,5,1,,5,,5,,,5,,5,,,3,,5,,,3,,5,,,3,,,,,,,,3,,5,,,3,,5,,3,,,3,,5,,,5,,3,,,1,,1,,1,,2,,,,,,1,,5493,5d720f1c-7edc-4f79-9043-b3589ae8ed2b,2018-01-02T10:33:54,789
3.60E+14,909,2017-08-07T12:34:00.000+06,,,,,,44,1,1,0,1,,4,,4,,,4,,4,,,4,,4,,,1,,1,,,1,,,,,,,,1,,1,,,4,,3,,2,,,1,,1,,,4,,4,,,1,,1,,1,,2,,,,,,1,,5494,868e90c3-28f2-4c2c-b737-964e498f9882,2018-01-02T10:33:58,790
3.60E+14,910,2017-10-11T12:43:00.000+06,,,,,,44,1,1,4,1,,3,,3,,,4,,4,,,3,,3,,,1,,1,,,1,,,,,,,,2,,2,,,3,,3,,1,,,3,,3,,,5,,5,,,1,,1,,1,,2,,,,,,1,,5495,604242ed-86e9-4771-b215-d40a25e12688,2018-01-02T10:34:00,791
3.60E+14,911,2018-01-02T12:54:00.000+06,,,,,,44,2,1,4,1,,5,,5,,,4,,4,,,3,,3,,,5,,5,,,2,,,,,,,,5,,5,,,4,,4,,2,,,3,,3,,,5,,5,,,1,,1,,1,,2,,,,,,1,,5496,20b55010-bd69-4a96-9ffd-a3872804eb53,2018-01-02T10:34:09,792
3.60E+14,912,2018-01-02T12:58:00.000+06,,,,,,44,2,1,0,1,,4,,4,,,4,,4,,,4,,4,,,3,,3,,,2,,,,,,,,2,,2,,,3,,3,,1,,,2,,2,,,5,,5,,,4,,,,,,,,,,,,1,,5497,c01ad06b-18ab-4ae3-934f-e8471118ce7c,2018-01-02T10:34:11,793
3.60E+14,913,2017-08-13T13:04:00.000+06,,,,,,44,2,1,0,1,,5,,5,,,5,,5,,,6,,6,,,6,,6,,,4,,,,,,,,3,,3,,,6,,6,,4,,,3,,3,,,3,,3,,,2,,,,,,,,,,,,1,,5498,49bb4a59-298f-4893-ac2b-a0aceca4d682,2018-01-02T10:34:13,794
3.60E+14,914,2018-01-02T13:10:00.000+06,,,,,,44,2,1,6,1,,5,,5,,,5,,5,,,3,,5,,,5,,5,,,3,,,,,,,,3,,5,,,3,,5,,3,,,3,,5,,,5,,3,,,1,,1,,1,,2,,,,,,1,,5499,2d2e26b3-8a0e-4e18-8339-d7d736477803,2018-01-02T10:34:17,795
3.60E+14,915,2018-01-02T13:14:00.000+06,,,,,,44,2,1,4,1,,5,,5,,,5,,3,,,5,,3,,,3,,5,,,3,,,,,,,,5,,4,,,3,,4,,2,,,3,,3,,,5,,5,,,1,,1,,1,,2,,,,,,1,,5500,62f21193-4ab1-43f3-a26c-53674b1df651,2018-01-02T10:34:20,796
3.60E+14,916,2018-01-02T13:19:00.000+06,,,,,,44,2,1,5,1,,5,,5,,,5,,5,,,3,,5,,,5,,5,,,3,,,,,,,,3,,5,,,3,,5,,3,,,3,,5,,,5,,5,,,1,,1,,1,,2,,,,,,1,,5501,1f6d4439-bf8e-478f-9f48-fe4ca17783fb,2018-01-02T10:34:27,797
3.60E+14,917,2017-08-28T13:23:00.000+06,,,,,,44,2,1,4,1,,5,,5,,,4,,4,,,3,,3,,,5,,5,,,2,,,,,,,,3,,3,,,3,,4,,1,,,3,,3,,,5,,5,,,1,,2,,1,,2,,,,,,1,,5502,464a9db9-0e02-44b2-910f-0757414d1dcf,2018-01-02T10:34:30,798
3.60E+14,918,2018-01-02T15:10:00.000+06,,,,,,44,2,1,5,1,,2,,2,,,1,,2,,,3,,2,,,4,,4,,,1,,,,,,,,2,,3,,,2,,2,,1,,,3,,3,,,5,,5,,,1,,1,,1,,2,,,,,,1,,5503,582b036d-2bae-43b1-b48f-2606b27292a8,2018-01-02T10:34:32,799
3.60E+14,919,2018-01-02T15:14:00.000+06,,,,,,44,2,1,4,1,,5,,4,,,4,,5,,,3,,3,,,3,,3,,,1,,,,,,,,3,,3,,,2,,2,,1,,,3,,3,,,5,,5,,,1,,1,,1,,1,,,,,,1,,5504,33c80ccf-e60b-4739-b8ad-bbd34be1494f,2018-01-02T10:34:34,800
3.60E+14,920,2018-01-02T15:19:00.000+06,,,,,,44,2,1,3,1,,5,,4,,,4,,5,,,3,,3,,,3,,3,,,1,,,,,,,,3,,3,,,2,,2,,1,,,3,,3,,,5,,5,,,1,,1,,1,,1,,,,,,1,,5505,ef48e3c9-3a74-4f02-9129-c4cf0cc24958,2018-01-02T10:34:36,801
