"number","formid","form.drain_replicate","form.ec_sd","form.ec_st","form.ec_isd","form.ec_ist","form.ec_ied","form.ec_iet","form.dilution_error_1","form.dilution_error_2","form.ec_blank","username","received_on","caseid","case_name","lab_UID"
495,"9167caf8-0fd7-4879-a0cf-480e8934a55f","N","2016-05-19","12:00:00.000Z","2016-05-19","14:00:00.000Z","2016-05-20","14:00:00.000Z",,,0,"sborbor","2016-05-21 13:56:04",,,"03_01_0224"
496,"9657a3b0-95f1-4096-8088-758f76ca715f",,"2016-03-23","12:00:00.000Z","2016-03-23","14:00:00.000Z","2016-03-24","14:00:00.000Z",,,0,"test","2016-03-24 16:17:37",,,"03_02_0825"
497,"9a17478c-e860-4859-b4dd-e7475bc7078f",,"2016-07-20","13:00:00.000Z","2016-07-20","15:00:00.000Z","2016-07-21","15:00:00.000Z",,,0,"sborbor","2016-08-02 07:59:19",,,"03_07_0561"
498,"97150780-1a14-4bfd-8b2d-ce0e4e477f99",,"2016-06-06","12:00:00.000Z","2016-06-06","14:00:00.000Z","2016-06-07","14:00:00.000Z",,,0,"sborbor","2016-06-07 14:56:40",,,"03_02_0289"
499,"976b4d9d-a099-402d-8e24-e5ead479fa0e","N","2016-06-29","14:00:00.000Z","2016-06-29","16:00:00.000Z","2016-06-30","15:00:00.000Z",,,0,"sborbor","2016-07-04 08:34:06",,,"03_01_0449"
500,"976d01a7-5d91-46b4-a659-1974240f6fb4",,"2016-05-10","12:00:00.000Z","2016-05-10","14:00:00.000Z","2016-05-11","15:00:00.000Z",,,0,"laadomako","2016-05-11 16:26:17",,,"03_07_0165"
501,"9882e881-f7d8-4e80-af32-d49c1bce6e3f","N","2016-06-14","13:00:00.000Z","2016-06-14","14:30:00.000Z","2016-06-15","15:00:00.000Z",,,0,"ayeboah","2016-06-15 18:07:35",,,"03_01_0322"
502,"98cf9eb1-55a1-4daf-976d-44e3a7776f77",,"2016-04-21","13:00:00.000Z","2016-04-21","15:00:00.000Z","2016-04-22","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:41:04",,,"03_02_0692"
504,"b7a18f0e-7233-4131-be7f-c073ac66de38",,"2016-06-08","13:00:00.000Z","2016-06-08","15:00:00.000Z","2016-06-09","16:00:00.000Z",,,0,"sborbor","2016-06-10 15:51:34",,,"03_07_0296"
505,"b7d14a7d-7bb0-4cc7-84cc-b96a875d8d1d",,"2016-03-30","12:00:00.000Z","2016-03-30","15:30:00.000Z","2016-03-31","15:00:00.000Z",,,0,"sborbor","2016-05-17 11:51:27",,,"03_08_0857"
506,"bbddf741-b1cd-45d9-bd1f-808bb6f8cd6c",,"2016-05-05","12:00:00.000Z","2016-05-05","15:00:00.000Z","2016-05-06","14:00:00.000Z",,,0,"ayeboah","2016-05-06 14:34:48",,,"03_08_0131"
507,"b44d3868-611c-410d-9223-71a0fc2d6d71",,"2016-06-23","14:00:00.000Z","2016-06-23","15:30:00.000Z","2016-06-24","13:00:00.000Z",,,0,"sborbor","2016-06-28 08:40:24",,,"03_07_0432"
509,"b29c5340-d8e9-422d-b5bb-f831a5bbab74","N","2016-07-18","16:00:00.000Z","2016-07-18","17:00:00.000Z","2016-07-19","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:52:47",,,"03_01_0558"
510,"b9f00cd5-13ae-449b-b8b3-40e1dc350bd7",,"2016-06-23","14:00:00.000Z","2016-06-23","15:30:00.000Z","2016-06-24","13:00:00.000Z",,,0,"sborbor","2016-06-28 08:31:30",,,"03_07_0429"
511,"e527f797-baea-46bc-b84d-0fe2b0d06b02",,"2016-05-10","12:00:00.000Z","2016-05-10","14:00:00.000Z","2016-05-11","15:00:00.000Z",,,0,"laadomako","2016-05-11 16:01:00",,,"03_07_0191"
513,"dbd85cbb-48f0-40e9-a937-f2526d4bc80c",,"2016-04-26","14:00:00.000Z","2016-04-26","16:00:00.000Z","2016-04-27","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:43:24",,,"03_07_0762"
514,"e8ac4d32-78c4-4d54-8769-c5e9f2155d86",,"2016-07-20","13:00:00.000Z","2016-07-20","15:00:00.000Z","2016-07-21","15:00:00.000Z",,,0,"sborbor","2016-08-02 07:59:59",,,"03_07_0564"
515,"e890aced-55c6-4d1c-96de-31f9ec66ca3c",,"2016-07-08","13:30:00.000Z","2016-07-08","15:00:00.000Z","2016-07-09","14:00:00.000Z",,,0,"ayeboah","2016-07-09 16:33:55",,,"03_07_0504"
516,"e77ad613-7715-4095-a8cf-7f0513fbf545",,"2016-04-21","13:00:00.000Z","2016-04-21","15:00:00.000Z","2016-04-22","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:41:25",,,"03_02_0699"
517,"eaf4dab0-e9b8-45b4-a9a4-16521fd5c4bf",,"2016-06-23","14:00:00.000Z","2016-06-23","15:30:00.000Z","2016-06-24","13:00:00.000Z",,,0,"sborbor","2016-06-28 12:01:53",,,"03_08_0394"
519,"df3478eb-8196-4336-95ff-3712f7407dc6",,"2016-06-22","11:30:00.000Z","2016-06-22","13:00:00.000Z","2016-06-23","14:00:00.000Z",,,0,"laadomako","2016-06-23 15:09:50",,,"03_02_0423"
520,"e2aea988-306f-409b-bc2e-aaa648f58adb",,"2016-07-21","14:30:00.000Z","2016-07-21","15:30:00.000Z","2016-07-22","14:00:00.000Z",,,0,"ayeboah","2016-08-02 07:55:15",,,"03_07_0640"
521,"e2b21e7a-1e14-43ba-8957-5177d3aa7f66",,"2016-03-29","11:30:00.000Z","2016-03-29","15:00:00.000Z","2016-03-30","15:30:00.000Z",,,0,"test","2016-04-01 10:01:33",,,"03_04_0840"
522,"d6ba421d-07dc-465c-b337-0d3d985053be","N","2016-05-20","12:00:00.000Z","2016-05-20","14:00:00.000Z","2016-05-21","13:00:00.000Z",,,0,"sborbor","2016-05-21 14:27:34",,,"03_01_0281"
523,"cf57a810-1e1e-48c7-8e93-a6ad1f4a61fd",,"2016-06-23","14:00:00.000Z","2016-06-23","15:30:00.000Z","2016-06-24","13:00:00.000Z",,,0,"sborbor","2016-06-28 08:26:12",,,"03_07_0428"
524,"d4ad5051-d25a-4b26-8b66-e01ec9ca6657",,"2016-06-23","14:00:00.000Z","2016-06-23","15:30:00.000Z","2016-06-24","13:00:00.000Z",,,0,"sborbor","2016-06-28 11:35:19",,,"03_08_0392"
525,"c9b96aa7-f4f5-43fb-8ace-5720e086f1ef",,"2016-06-06","12:00:00.000Z","2016-06-06","14:00:00.000Z","2016-06-07","14:00:00.000Z",,,0,"sborbor","2016-06-07 14:58:26",,,"03_02_0259"
526,"ca6da744-c82c-43eb-8573-95935641915d",,"2016-07-05","14:30:00.000Z","2016-07-05","15:30:00.000Z","2016-07-06","15:30:00.000Z",,,0,"ayeboah","2016-07-08 14:51:45",,,"03_07_0525"
527,"d0b2a134-5e9a-4100-a9f3-bf4227467757","N","2016-03-30","12:00:00.000Z","2016-03-30","15:30:00.000Z","2016-03-31","15:00:00.000Z",,,0,"sborbor","2016-05-17 13:11:20",,,"03_01_0856"
528,"cb7538e0-6d84-49ed-8d0b-379aaead2213","N","2016-05-17","12:00:00.000Z","2016-05-17","15:00:00.000Z","2016-05-18","14:00:00.000Z",,,0,"laadomako","2016-05-19 08:15:39",,,"03_01_0217"
529,"ccfed1c4-59d6-449c-b8cf-c6150768be20",,"2016-03-31","13:00:00.000Z","2016-03-31","15:00:00.000Z","2016-04-01","15:00:00.000Z",,,0,"sborbor","2016-05-17 14:51:07",,,"03_07_0898"
530,"cdb0fff6-6b86-4898-972f-22f864a66ea9",,"2016-06-08","13:00:00.000Z","2016-06-08","15:00:00.000Z","2016-06-09","16:00:00.000Z",,,0,"sborbor","2016-06-10 15:55:20",,,"03_07_0268"
531,"d751d19f-5266-4183-b001-9f21beb8a1de",,"2016-05-03","13:00:00.000Z","2016-05-03","14:00:00.000Z","2016-05-04","14:00:00.000Z",,,0,"sborbor","2016-05-05 10:43:14",,,"03_03_0107"
532,"c0d75a17-ecde-412c-94b2-a25e89a785ad",,"2016-06-20","13:30:00.000Z","2016-06-20","15:00:00.000Z","2016-06-21","15:00:00.000Z",,,0,"sborbor","2016-06-23 12:56:38",,,"03_07_0401"
533,"be580378-b808-4748-a3a6-1e8d1bb58a8b",,"2016-05-11","13:00:00.000Z","2016-05-11","15:00:00.000Z","2016-05-12","15:00:00.000Z",,,0,"laadomako","2016-05-13 14:33:43",,,"03_08_0182"
534,"c205eeef-c860-429d-a567-8dec90a66aa3","N","2016-06-28","13:00:00.000Z","2016-06-28","15:00:00.000Z","2016-06-29","16:00:00.000Z",,,0,"laadomako","2016-06-30 15:37:21",,,"03_01_0389"
535,"c5191c5e-521d-4493-8ac1-55baea7078ee","N","2016-06-29","14:00:00.000Z","2016-06-29","16:00:00.000Z","2016-06-30","15:00:00.000Z",,,0,"sborbor","2016-07-04 08:22:26",,,"03_01_0369"
536,"c5c44024-b089-40b2-b7be-d13866f9f757","N","2016-03-23","12:00:00.000Z","2016-03-23","14:00:00.000Z","2016-03-24","14:00:00.000Z",,,0,"sborbor","2016-05-17 14:31:58",,,"03_01_0830"
537,"bfa5e005-1a2f-4ce5-a7e3-6e41ca46643f",,"2016-06-24","13:00:00.000Z","2016-06-24","14:00:00.000Z","2016-06-25","14:00:00.000Z",,,0,"sborbor","2016-06-28 12:14:27",,,"03_03_0415"
538,"c3687890-df9d-462a-8f0d-e8c3351dbccb",,"2016-04-27","14:00:00.000Z","2016-04-27","16:00:00.000Z","2016-04-28","15:08:00.000Z",,,0,"sborbor","2016-05-03 12:44:00",,,"03_07_0771"
539,"c36214b9-2231-4bed-9df1-9bcfae1d7b22",,"2016-05-11","13:00:00.000Z","2016-05-11","15:00:00.000Z","2016-05-12","15:00:00.000Z",,,0,"laadomako","2016-05-13 14:45:45",,,"03_08_0206"
540,"c3b36fae-f6b9-45bb-b1e5-204b6f9f2c54",,"2016-03-22","15:00:00.000Z","2016-03-22","15:00:00.000Z","2016-03-23","15:00:00.000Z",,,0,"test","2016-03-23 15:53:23",,,"03_03_0867"
541,"c3dabd18-360f-47b5-83c4-9a83354974dc",,"2016-06-20","13:00:00.000Z","2016-06-20","15:00:00.000Z","2016-06-21","15:00:00.000Z",,,0,"sborbor","2016-06-22 14:08:28",,,"03_07_0386"
542,"c61a09b0-c461-40cb-84af-51480cacf8aa",,"2016-05-09","12:00:00.000Z","2016-05-09","14:00:00.000Z","2016-05-10","14:00:00.000Z",,,0,"ayeboah","2016-05-10 19:27:44",,,"03_04_0151"
544,"ebff20fb-ae53-4d00-8e22-d403cef3a0c6",,"2016-07-04","14:30:00.000Z","2016-07-05","15:30:00.000Z","2016-07-05","15:30:00.000Z",,,0,"ayeboah","2016-07-08 14:26:18",,,"03_02_0463"
545,"eed6c54d-bec9-4b39-8e26-67922a9f6066",,"2016-06-22","11:30:00.000Z","2016-06-22","13:00:00.000Z","2016-06-23","14:00:00.000Z",,,0,"laadomako","2016-06-23 15:13:21",,,"03_02_0426"
547,"ef5252f9-9fa5-4f6f-9a68-70ed22843345","N","2016-06-13","14:30:00.000Z","2016-06-13","17:30:00.000Z","2016-06-14","15:00:00.000Z",,,0,"laadomako","2016-06-15 17:14:03",,,"03_01_0344"
548,"4acf3d08-9d6d-4c72-852f-cc2e7698f3ca",,"2016-06-17","13:30:00.000Z","2016-06-17","15:00:00.000Z","2016-06-18","12:30:00.000Z",,,0,"ayeboah","2016-06-18 14:06:33",,,"03_07_0360"
550,"4d3b787f-8034-4b23-a651-864051cccbd6",,"2016-06-20","13:30:00.000Z","2016-06-20","15:00:00.000Z","2016-06-21","15:00:00.000Z",,,0,"sborbor","2016-06-23 12:49:46",,,"03_07_0402"
551,"4e8ed591-302e-4c90-81fe-74fcba20eeb4",,"2016-05-10","12:00:00.000Z","2016-05-10","14:00:00.000Z","2016-05-11","15:00:00.000Z",,,0,"laadomako","2016-05-11 16:24:41",,,"03_07_0195"
552,"50d620c2-db5d-447b-b0c7-7445f4a685d0","N","2016-06-28","13:00:00.000Z","2016-06-28","15:00:00.000Z","2016-06-29","16:00:00.000Z",,,0,"laadomako","2016-06-30 15:34:25",,,"03_01_0447"
553,"4be3fd68-eef3-4162-a82f-a93bd3f487ca",,"2016-07-04","14:30:00.000Z","2016-07-04","15:30:00.000Z","2016-07-05","15:30:00.000Z",,,0,"ayeboah","2016-07-08 14:39:50",,,"03_03_0519"
554,"5264dc6e-ab3a-432d-bf3e-9cc2258061b5",,"2016-04-26","14:00:00.000Z","2016-04-26","16:00:00.000Z","2016-04-27","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:42:28",,,"03_07_0706"
555,"2de87b37-551d-4ace-89ae-67d5ef0d2c78",,"2016-04-28","12:00:00.000Z","2016-04-28","14:00:00.000Z","2016-04-29","13:00:00.000Z",,,0,"sborbor","2016-05-03 13:49:00",,,"03_07_0679"
556,"3080381b-2d5e-4ace-942d-91f01c72985c",,"2016-05-10","12:00:00.000Z","2016-05-10","14:00:00.000Z","2016-05-11","15:00:00.000Z",,,0,"laadomako","2016-05-11 16:21:06",,,"03_07_0162"
557,"38086ebc-01cd-4a3b-8131-8d7f0d4712ce",,"2016-03-29","12:30:00.000Z","2016-03-29","15:00:00.000Z","2016-03-30","14:30:00.000Z",,,0,"test","2016-04-01 09:59:03",,,"03_04_0847"
558,"27976775-3311-45f6-a30b-217674c98fb4",,"2016-06-23","14:00:00.000Z","2016-06-23","15:30:00.000Z","2016-06-24","13:00:00.000Z",,,0,"sborbor","2016-06-28 08:45:29",,,"03_07_0436"
559,"386ecdbb-5e88-416e-92c8-be068af88157",,"2016-04-27","14:00:00.000Z","2016-04-27","16:00:00.000Z","2016-04-28","16:00:00.000Z",,,0,"sborbor","2016-05-03 12:44:29",,,"03_07_0734"
560,"0bc926b7-3d9c-454d-ad10-44ff1c1dfddc","N","2016-06-13","14:30:00.000Z","2016-06-13","17:30:00.000Z","2016-06-14","15:00:00.000Z",,,0,"laadomako","2016-06-15 17:17:23",,,"03_01_0320"
561,"096a5aef-46f0-4186-b177-dacc40393eef",,"2016-06-06","12:00:00.000Z","2016-06-06","14:00:00.000Z","2016-06-07","14:00:00.000Z",,,0,"sborbor","2016-06-07 14:41:35",,,"03_02_0257"
562,"05465acf-4c9f-4160-85a0-6a7385eb906c",,"2016-07-20","13:00:00.000Z","2016-07-20","15:00:00.000Z","2016-07-21","15:00:00.000Z",,,0,"sborbor","2016-08-02 08:00:03",,,"03_07_0605"
563,"101e7092-eec9-43fa-a7ac-05f2638cf596",,"2016-07-20","13:00:00.000Z","2016-07-20","15:00:00.000Z","2016-07-21","15:00:00.000Z",,,0,"sborbor","2016-08-02 07:59:56",,,"03_07_0566"
564,"0f90e24d-80e2-4cdf-b692-e848372b9bf6",,"2016-05-11","13:00:00.000Z","2016-05-11","15:00:00.000Z","2016-05-12","15:00:00.000Z",,,0,"laadomako","2016-05-13 14:10:18",,,"03_08_0200"
565,"03d91ea7-10cd-4357-be19-e292d0ee5c8e","N","2016-07-18","16:00:00.000Z","2016-07-18","17:00:00.000Z","2016-07-19","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:52:31",,,"03_01_0547"
566,"061187d6-d9ae-4e80-9146-8759946cd881",,"2016-04-28","12:00:00.000Z","2016-04-28","14:00:00.000Z","2016-04-29","13:00:00.000Z",,,0,"sborbor","2016-05-03 13:44:21",,,"03_07_0671"
567,"1252c702-fd91-4567-ae9d-fd17eb786819",,"2016-05-04","13:00:00.000Z","2016-05-04","15:00:00.000Z","2016-05-05","15:00:00.000Z",,,0,"ayeboah","2016-05-05 15:41:48",,,"03_03_0113"
568,"133a2ff8-cf42-4038-aa4b-46e823f6c00c",,"2016-05-04","13:00:00.000Z","2016-05-04","15:00:00.000Z","2016-05-05","15:00:00.000Z",,,0,"ayeboah","2016-05-05 15:42:50",,,"03_03_0114"
569,"0470ceb2-783c-4346-bcae-d4cbe9972ef4",,"2016-05-03","13:00:00.000Z","2016-05-03","14:00:00.000Z","2016-05-04","14:00:00.000Z",,,0,"sborbor","2016-05-05 10:43:17",,,"03_03_0102"
570,"047a69da-955d-41e4-9acf-9bcdda953c30","N","2016-07-19","13:30:00.000Z","2016-07-19","15:30:00.000Z","2016-07-20","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:54:04",,,"03_01_0581"
571,"14261a59-c39b-45b0-b093-f99543de3c4c","N","2016-03-23","12:00:00.000Z","2016-03-23","14:00:00.000Z","2016-03-24","14:00:00.000Z",,,0,"sborbor","2016-05-17 14:27:52",,,"03_01_0821"
572,"145e7f53-41a7-4d74-94c4-99e9a61a1d79",,"2016-06-07","14:00:00.000Z","2016-06-07","15:00:00.000Z","2016-06-08","15:00:00.000Z",,,0,"ayeboah","2016-06-09 13:52:19",,,"03_03_0260"
573,"144e8896-cb77-4a27-b3f6-8911a8de5656",,"2016-06-16","13:00:00.000Z","2016-06-16","15:00:00.000Z","2016-06-17","15:00:00.000Z",,,0,"ayeboah","2016-06-18 11:58:18",,,"03_06_0335"
574,"14af81a0-1f09-49aa-bbc7-4df18bafc81f",,"2016-05-10","12:00:00.000Z","2016-05-10","14:00:00.000Z","2016-05-11","15:00:00.000Z",,,0,"laadomako","2016-05-11 16:29:20",,,"03_07_0179"
575,"1db88b27-c060-4f1c-a407-a73c93ba18ef","N","2016-03-30","12:00:00.000Z","2016-03-30","15:30:00.000Z","2016-03-31","15:00:00.000Z",,,0,"sborbor","2016-05-17 13:12:54",,,"03_01_0808"
576,"1aea0985-4229-4435-9655-04e2514a9389","N","2016-05-17","12:00:00.000Z","2016-05-17","15:00:00.000Z","2016-05-18","14:00:00.000Z",,,0,"laadomako","2016-05-19 08:21:51",,,"03_01_0218"
577,"1e59294c-d521-4074-92ba-defe0a18bf6b","N","2016-06-28","13:00:00.000Z","2016-06-28","15:00:00.000Z","2016-06-29","16:00:00.000Z",,,0,"laadomako","2016-06-30 15:47:48",,,"03_01_0478"
578,"19615295-8344-4483-9ea6-93b85addc393","N","2016-07-18","16:00:00.000Z","2016-07-18","17:00:00.000Z","2016-07-19","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:52:28",,,"03_01_0546"
579,"1f492324-c0d5-402a-986d-58106fc07eff",,"2016-03-30","12:00:00.000Z","2016-03-30","15:30:00.000Z","2016-03-31","15:00:00.000Z",,,0,"sborbor","2016-05-17 11:41:37",,,"03_08_0813"
580,"1546b3f5-0709-48b8-bf01-9fe20c2eb069","A","2016-07-19","13:30:00.000Z","2016-07-19","15:30:00.000Z","2016-07-20","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:53:16",,,"03_01_0488"
581,"1793af25-1454-4511-b00f-ef199d4fd098",,"2016-03-30","12:00:00.000Z","2016-03-30","15:30:00.000Z","2016-03-31","15:00:00.000Z",,,0,"sborbor","2016-05-17 13:16:48",,,"03_02_0801"
582,"17dda9ec-6b35-4693-8c22-bc8da074590e",,"2016-06-07","14:00:00.000Z","2016-06-07","15:00:00.000Z","2016-06-08","15:00:00.000Z",,,0,"ayeboah","2016-06-09 13:52:44",,,"03_03_0263"
584,"41fa84f5-1607-43ee-ac14-6e183178d56b",,"2016-05-04","13:00:00.000Z","2016-05-04","15:00:00.000Z","2016-05-05","15:00:00.000Z",,,0,"ayeboah","2016-05-05 15:40:17",,,"03_03_0123"
585,"42a2fa98-e967-455b-ad02-44a61f0de8cb",,"2016-07-21","14:30:00.000Z","2016-07-21","15:30:00.000Z","2016-07-22","14:00:00.000Z",,,0,"ayeboah","2016-08-02 07:54:24",,,"03_07_0621"
586,"4411a6fd-c139-4fa9-8527-f256113bf3f5",,"2016-06-07","14:00:00.000Z","2016-06-07","15:00:00.000Z","2016-06-08","15:00:00.000Z",,,0,"ayeboah","2016-06-09 12:33:18",,,"03_03_0290"
587,"3a3714f6-5dea-4cce-87c8-8e218e94c1e2",,"2016-05-11","13:00:00.000Z","2016-05-11","15:00:00.000Z","2016-05-12","15:00:00.000Z",,,0,"laadomako","2016-05-13 14:32:31",,,"03_08_0205"
588,"39bdb2d8-f944-48b1-b0dd-f39fe679db8e",,"2016-04-26","14:00:00.000Z","2016-04-26","16:00:00.000Z","2016-04-27","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:42:55",,,"03_07_0719"
589,"39f200b7-7e40-4d9f-92cc-614dce7d50df",,"2016-04-21","13:00:00.000Z","2016-04-21","15:00:00.000Z","2016-04-22","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:41:39",,,"03_02_0683"
590,"3eafdd2d-02fd-4903-bf78-12ea009c5582",,"2016-05-03","13:00:00.000Z","2016-05-03","14:00:00.000Z","2016-05-04","14:00:00.000Z",,,0,"sborbor","2016-05-05 10:43:20",,,"03_03_0106"
591,"4787a08d-9e4c-4f68-8ae3-bfd7fc30aabb",,"2016-06-10","13:00:00.000Z","2016-06-10","14:30:00.000Z","2016-06-11","14:00:00.000Z",,,0,"ayeboah","2016-06-14 08:01:45",,,"03_08_0314"
592,"47ecb691-429c-423d-bb16-7c2fdbc42cf6",,"2016-05-03","13:00:00.000Z","2016-05-03","14:00:00.000Z","2016-05-04","14:00:00.000Z",,,0,"sborbor","2016-05-05 10:43:00",,,"03_03_0108"
593,"486a6e0a-2fe9-4bc8-875b-615cefc71dae",,"2016-04-26","14:00:00.000Z","2016-04-26","16:00:00.000Z","2016-04-27","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:43:47",,,"03_07_0723"
594,"486f2c28-9235-4b08-883a-061e010af88d",,"2016-06-24","13:00:00.000Z","2016-06-24","14:00:00.000Z","2016-06-25","14:00:00.000Z",,,0,"sborbor","2016-06-28 12:19:28",,,"03_03_0418"
595,"39560ff5-987b-4ff3-a44d-693e90203e73","N","2016-06-14","13:00:00.000Z","2016-06-14","14:30:00.000Z","2016-06-15","15:00:00.000Z",,,0,"ayeboah","2016-06-15 17:58:50",,,"03_01_0302"
596,"59d9ed82-4f41-4779-a80a-b62331759bb4",,"2016-03-30","12:00:00.000Z","2016-03-31","15:30:00.000Z","2016-03-31","15:00:00.000Z",,,0,"sborbor","2016-05-17 11:46:43",,,"03_08_0806"
597,"f3bdd98d-1b4d-43d8-8583-5a3cb658295b",,"2016-03-31","13:00:00.000Z","2016-03-31","15:00:00.000Z","2016-04-01","15:00:00.000Z",,,0,"sborbor","2016-05-17 14:49:55",,,"03_07_0780"
598,"f4fff23b-ce86-47a7-9891-47f09d5cdafc",,"2016-07-20","13:00:00.000Z","2016-07-20","15:00:00.000Z","2016-07-21","15:00:00.000Z",,,0,"sborbor","2016-08-02 08:00:25",,,"03_07_0574"
600,"f11367e9-6e95-4119-aa55-5f5e39a249d2",,"2016-03-21","13:45:00.000Z","2016-03-21","16:00:00.000Z","2016-03-22","14:00:00.000Z",,,0,"test","2016-03-22 15:54:05",,,"03_03_0876"
601,"f14e7ada-d4ed-4473-946c-30ba296d123e",,"2016-06-16","13:00:00.000Z","2016-06-16","15:00:00.000Z","2016-06-17","15:00:00.000Z",,,0,"ayeboah","2016-06-18 12:04:27",,,"03_06_0332"
603,"fb09f3b7-6480-452d-816b-5888c506067f",,"2016-04-21","13:00:00.000Z","2016-04-21","15:00:00.000Z","2016-04-22","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:41:32",,,"03_02_0681"
604,"fde8cce2-c894-4c08-9230-a5d2e722cfbe",,"2016-05-04","13:00:00.000Z","2016-05-04","15:00:00.000Z","2016-05-05","15:00:00.000Z",,,0,"ayeboah","2016-05-05 15:21:51",,,"03_03_0119"
605,"fda468d0-5e20-4137-826d-e4b2b36d6557",,"2016-06-17","13:30:00.000Z","2016-06-17","15:00:00.000Z","2016-06-18","12:30:00.000Z",,,0,"ayeboah","2016-06-18 14:36:05",,,"03_07_0371"
606,"ff03ca5f-b832-4f3e-b87d-cedd3dc224d5",,"2016-06-20","13:30:00.000Z","2016-06-20","15:00:00.000Z","2016-06-21","15:00:00.000Z",,,0,"sborbor","2016-06-23 12:35:32",,,"03_07_0404"
607,"ff6ca34c-c924-4de2-9442-90e48c1f599f",,"2016-07-05","14:30:00.000Z","2016-07-05","15:30:00.000Z","2016-07-06","15:30:00.000Z",,,0,"ayeboah","2016-07-08 14:56:41",,,"03_08_0494"
608,"fca89ece-dde4-418d-8466-a3c8af1eb39f",,"2016-03-29","12:30:00.000Z","2016-03-29","15:00:00.000Z","2016-03-30","14:30:00.000Z",,,0,"sborbor","2016-05-17 11:16:08",,,"03_08_0889"
609,"00add57f-7d82-4a44-9004-be8a62b8bc14","N","2016-03-24","12:00:00.000Z","2016-03-24","14:00:00.000Z","2016-03-25","12:52:00.000Z",,,0,"sborbor","2016-05-17 14:39:12",,,"03_01_0838"
610,"04a8e107-7166-4752-a4f4-18486a806ff2","N","2016-07-19","13:30:00.000Z","2016-07-19","15:30:00.000Z","2016-07-20","16:00:00.000Z",,,0,"ayeboah","2016-08-02 07:53:44",,,"03_01_0509"
611,"0109abb8-ed30-472d-94d0-49d64036e3e2","A","2016-06-15","13:00:00.000Z","2016-06-15","14:00:00.000Z","2016-06-16","14:00:00.000Z",,,0,"laadomako","2016-06-16 15:52:54",,,"03_01_0327"
612,"023fefef-aff9-4d15-8a22-1f4c38283705",,"2016-04-21","13:00:00.000Z","2016-04-21","15:00:00.000Z","2016-04-22","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:41:29",,,"03_02_0680"
613,"0e65cb08-ddfe-44e2-9922-aa22283fb063","N","2016-06-28","13:00:00.000Z","2016-06-28","15:00:00.000Z","2016-06-29","16:00:00.000Z",,,0,"laadomako","2016-06-30 15:43:02",,,"03_01_0388"
614,"0c5a860c-9db0-4125-8283-574a7d1b2a5a","N","2016-03-30","12:00:00.000Z","2016-03-30","15:30:00.000Z","2016-03-31","15:00:00.000Z",,,0,"sborbor","2016-05-17 12:05:22",,,"03_01_0805"
615,"0ee3c88c-18f7-449f-9eed-1bc8ba93e5ef",,"2016-07-21","14:30:00.000Z","2016-07-21","15:30:00.000Z","2016-07-22","14:00:00.000Z",,,0,"ayeboah","2016-08-02 07:54:28",,,"03_07_0620"
616,"231ca9e4-3c40-49fd-8d84-82f6116c924f",,"2016-03-31","13:00:00.000Z","2016-03-31","15:00:00.000Z","2016-04-01","15:00:00.000Z",,,0,"sborbor","2016-05-16 15:10:52",,,"03_07_0816"
618,"1f80c3b6-0e79-49b5-9674-bfcc619e8810",,"2016-07-21","14:30:00.000Z","2016-07-21","15:24:00.000Z","2016-07-22","14:00:00.000Z",,,0,"ayeboah","2016-08-02 07:54:57",,,"03_07_0607"
619,"1f95b597-f3f8-4be5-a07e-651fe0cc63f3",,"2016-03-31","13:00:00.000Z","2016-03-31","15:00:00.000Z","2016-04-01","15:00:00.000Z",,,0,"sborbor","2016-05-17 14:41:56",,,"03_07_0894"
620,"1fd37649-25de-454b-b877-9ff7749a78f0",,"2016-04-26","14:00:00.000Z","2016-04-26","16:00:00.000Z","2016-04-27","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:42:39",,,"03_07_0702"
621,"2ef07f12-0d42-47c8-9b06-a82fc4038183",,"2016-04-26","14:00:00.000Z","2016-04-26","16:00:00.000Z","2016-04-27","15:00:00.000Z",,,0,"sborbor","2016-05-03 12:42:58",,,"03_07_0705"
622,"2f1819bf-ca58-4175-ab77-e087cc89f924","N","2016-06-14","13:00:00.000Z","2016-06-14","14:30:00.000Z","2016-06-15","15:00:00.000Z",,,0,"ayeboah","2016-06-15 17:57:50",,,"03_01_0303"
624,"28712f46-ff1a-44e3-a006-3125ccec1c66",,"2016-07-08","13:30:00.000Z","2016-07-08","15:00:00.000Z","2016-07-09","14:00:00.000Z",,,0,"ayeboah","2016-07-09 16:29:18",,,"03_07_0554"
