h_id,h_start,h_coordinates,_h_coordinates_latitude,_h_coordinates_longitude,_h_coordinates_altitude,_h_coordinates_precision,h_neighborhood,h_home_type,h_rainweek,h_population,h_c,h_s_a,h_s_a_other,h_s_c,h_s_c_other,h_d_a,h_d_a_other,h_d_c,h_d_c_other,h_f_a,h_f_a_other,h_f_c,h_f_c_other,h_dw_a,h_dw_a_other,h_dw_c,h_dw_c_other,h_dwbore_a,h_dwbore_a_other,h_dwbore_c,h_dwbore_c_other,h_dwwell_a,h_dwwell_a_other,h_dwwell_c,h_dwwell_c_other,h_dw_e_wt,h_dw_e_wt_other,h_bw_a,h_bw_a_other,h_bw_c,h_bw_c_other,h_bw_source,h_bw_source_other,h_bw_source_na,h_p_a,h_p_a_other,h_p_c,h_p_c_other,h_p_e,h_p_e_other,h_sf_a,h_sf_a_other,h_sf_c,h_sf_c_other,h_l_a,h_l_a_other,h_l_c,h_l_c_other,h_pl_a_th,h_pl_a_th_other,h_pl_a_tu,h_pl_a_tu_other,h_pl_a_tw,h_pl_a_tw_other,h_pl_a_tf,h_pl_a_tf_other,h_pl_a_ts,h_pl_a_ts_other,h_pl_a_od/1,h_pl_a_od/2,h_pl_a_od/3,h_pl_a_od/4,h_pl_a_od/5,h_pl_a_od/6,h_pl_a_od/7,h_pl_a_od_other,h_notes,h_enum,meta/instanceID,_uuid,_submission_time,_tags,_notes
1036,2019-10-08T09:12:00.000+02:00,-15.44429229 28.28656142 1286.0 4.5509996,-15.44429229,28.28656142,1286.0,4.5509996,381,2,0,7,1,2,n/a,2,n/a,4,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,5,n/a,2,n/a,1,n/a,2,n/a,2,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,1,n/a,1,n/a,1,n/a,4,No private latrine available,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Champo chola,uuid:67c7078c-dba3-43cf-a7a4-22433d3aa1e6,67c7078c-dba3-43cf-a7a4-22433d3aa1e6,2019-10-08T08:27:12,,
1038,2019-10-08T09:45:00.000+02:00,-15.44487374 28.28688239 1281.0 4.5509996,-15.44487374,28.28688239,1281.0,4.5509996,381,2,0,6,1,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,1,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,2,n/a,1,n/a,2,n/a,1,n/a,n/a,2,n/a,4,n/a,1,n/a,1,n/a,5,n/a,1,n/a,1,n/a,4,No private latrine available,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Champo chola,uuid:b9865369-083d-4a29-9bc0-e376ab83acac,b9865369-083d-4a29-9bc0-e376ab83acac,2019-10-08T08:27:14,,
1024,2019-10-08T08:34:00.000+02:00,-15.44421378 28.28293282 1284.0 4.5509996,-15.44421378,28.28293282,1284.0,4.5509996,381,2,0,8,1,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,1,n/a,n/a,3,n/a,4,n/a,1,n/a,4,n/a,4,n/a,3,n/a,2,n/a,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Chipo,uuid:4d5b0428-cd67-42cd-adc8-1bc5dca2b295,4d5b0428-cd67-42cd-adc8-1bc5dca2b295,2019-10-08T08:29:04,,
1025,2019-10-08T08:56:00.000+02:00,-15.44365979 28.28352557 1281.0 4.5509996,-15.44365979,28.28352557,1281.0,4.5509996,381,2,0,7,1,4,n/a,4,n/a,3,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,5,n/a,3,n/a,5,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,"Latrine is almost full.
A lot of flies",Chipo,uuid:bb950451-135b-434e-ae40-78d4ef5cce1b,bb950451-135b-434e-ae40-78d4ef5cce1b,2019-10-08T08:29:05,,
1026,2019-10-08T09:26:00.000+02:00,-15.44434534 28.28384061 1288.0 4.5509996,-15.44434534,28.28384061,1288.0,4.5509996,381,2,0,7,1,4,n/a,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,4,n/a,2,n/a,3,n/a,5,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,1,n/a,1,n/a,False,True,False,False,False,False,False,n/a,Dirty surrounding.,Chipo,uuid:abfbfa8a-c703-450d-a4aa-e2dd99c891ca,abfbfa8a-c703-450d-a4aa-e2dd99c891ca,2019-10-08T08:29:05,,
1027,2019-10-08T08:29:00.000+02:00,-15.44339017 28.28253013 1259.6864013671875 4.288,-15.44339017,28.28253013,1259.6864013671875,4.288,381,2,0,7,1,3,n/a,4,n/a,6,No drains,6,No drains,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,6,No shallow wells,6,No shallow wells,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:41a92f12-03d2-4ced-b763-080bb5e58f53,41a92f12-03d2-4ced-b763-080bb5e58f53,2019-10-08T08:30:59,,
1028,2019-10-08T08:47:00.000+02:00,-15.44305921 28.28322561 1285.1995849609375 4.288,-15.44305921,28.28322561,1285.1995849609375,4.288,381,2,0,4,1,4,n/a,4,n/a,6,No open drains,6,No open drains,3,n/a,3,n/a,1,n/a,1,n/a,6,No borehole,6,No borehole,6,No shallow well,6,No shallow well,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:dd3a84e2-4bae-4786-a0bf-a73042728110,dd3a84e2-4bae-4786-a0bf-a73042728110,2019-10-08T08:31:02,,
1030,2019-10-08T09:54:00.000+02:00,-15.44508893 28.28617616 1278.4442138671875 4.288,-15.44508893,28.28617616,1278.4442138671875,4.288,381,1,0,7,1,4,n/a,4,n/a,6,No drain,6,No drain,3,n/a,3,n/a,1,n/a,1,n/a,6,No borehole,6,No borehole,6,No shallow well,6,No shallow well,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,3,n/a,3,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,True,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:1f428027-bdd1-4e5f-8015-66db63e88276,1f428027-bdd1-4e5f-8015-66db63e88276,2019-10-08T08:31:02,,
1029,2019-10-08T09:08:00.000+02:00,-15.44268867 28.2821246 1285.0 9.101999,-15.44268867,28.2821246,1285.0,9.101999,381,2,0,5,1,4,n/a,4,n/a,6,No drain,6,No drain,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,True,False,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:a5113999-a8f7-4d51-b91c-712a5138d45d,a5113999-a8f7-4d51-b91c-712a5138d45d,2019-10-08T08:31:13,,
1031,2019-10-08T09:58:00.000+02:00,-15.44475784 28.28527741 1288.0 6.068,-15.44475784,28.28527741,1288.0,6.068,381,1,0,8,1,4,n/a,4,n/a,6,No drain,6,No drain,1,n/a,1,n/a,1,n/a,1,n/a,6,No borehole,6,No borehole,6,No shallow well,6,No shallow well,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,2,n/a,2,n/a,1,n/a,False,True,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:8338a4bc-3093-473e-aeaf-d464c30aa36d,8338a4bc-3093-473e-aeaf-d464c30aa36d,2019-10-08T08:31:14,,
1032,2019-10-08T10:09:00.000+02:00,-15.44386193 28.28513398 1287.0 9.101999,-15.44386193,28.28513398,1287.0,9.101999,381,2,0,7,1,4,n/a,4,n/a,6,No drain,6,No drain,1,n/a,1,n/a,1,n/a,1,n/a,6,No borehole,6,No borehole,6,No shallow well,6,No shallow well,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,2,n/a,True,False,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:c4777711-c08a-4045-9366-cb18ec288f38,c4777711-c08a-4045-9366-cb18ec288f38,2019-10-08T08:31:14,,
1021,2019-10-08T08:26:00.000+02:00,-15.44378166 28.28235329 1286.0 4.5509996,-15.44378166,28.28235329,1286.0,4.5509996,381,2,0,5,1,3,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,6,Municipal water provided,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,4,n/a,1,n/a,1,n/a,4,No private latrine,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:1dd7de78-8c16-4d01-8c8b-e34082cbf7be,1dd7de78-8c16-4d01-8c8b-e34082cbf7be,2019-10-08T08:32:39,,
1022,2019-10-08T08:42:00.000+02:00,-15.44384099 28.28096939 1284.0 4.5509996,-15.44384099,28.28096939,1284.0,4.5509996,381,2,0,6,1,3,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,6,No shallow wells,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,2,n/a,1,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:47d1b41e-5ca7-4cb8-851d-0abf53eaf8a9,47d1b41e-5ca7-4cb8-851d-0abf53eaf8a9,2019-10-08T08:32:40,,
1023,2019-10-08T09:04:00.000+02:00,-15.44321924 28.28206956 1281.0 4.5509996,-15.44321924,28.28206956,1281.0,4.5509996,381,1,0,8,1,4,n/a,5,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,6,No borehole,6,No borehole,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:753b3b0c-ea92-42b4-b163-b068f686519a,753b3b0c-ea92-42b4-b163-b068f686519a,2019-10-08T08:32:40,,
1069,2019-10-09T08:50:00.000+02:00,-15.4563058 28.27806 0.0 200.0,-15.4563058,28.27806,0.0,200.0,381,2,0,6,1,4,n/a,4,n/a,4,n/a,5,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Jennifer,uuid:f7185688-e5b6-4d4f-b409-0bf9c5446c58,f7185688-e5b6-4d4f-b409-0bf9c5446c58,2019-10-09T08:39:01,,
1071,2019-10-09T09:10:00.000+02:00,-15.4542326 28.2762329 0.0 400.0,-15.4542326,28.2762329,0.0,400.0,381,2,0,7,1,3,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,2,n/a,2,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,False,False,False,True,False,False,n/a,n/a,Jennifer,uuid:bf9e9039-a9e6-44d2-8277-3345fb9f7dee,bf9e9039-a9e6-44d2-8277-3345fb9f7dee,2019-10-09T08:39:02,,
1072,2019-10-09T09:46:00.000+02:00,-15.450235000000001 28.28588166666667 1290.5 3.0,-15.450235000000001,28.28588166666667,1290.5,3.0,381,2,0,5,1,4,n/a,4,n/a,4,n/a,5,n/a,3,n/a,5,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,5,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Jennifer,uuid:81475c95-b606-4bd4-a9b2-2c2ba9d27427,81475c95-b606-4bd4-a9b2-2c2ba9d27427,2019-10-09T08:39:02,,
1054,2019-10-09T08:30:00.000+02:00,-15.44849 28.281933333333335 1267.6 3.2,-15.44849,28.281933333333335,1267.6,3.2,381,2,0,6,1,4,n/a,4,n/a,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,2,n/a,2,n/a,3,n/a,False,True,False,False,False,False,False,n/a,n/a,Chipo,uuid:c50b717e-9834-4710-b407-60be289205b0,c50b717e-9834-4710-b407-60be289205b0,2019-10-09T09:09:06,,
1055,2019-10-09T08:57:00.000+02:00,-15.44845 28.28273166666667 1246.4 4.8,-15.44845,28.28273166666667,1246.4,4.8,381,2,0,7,1,4,n/a,4,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,3,n/a,5,n/a,1,n/a,1,n/a,2,n/a,2,n/a,3,n/a,False,True,False,False,False,False,False,n/a,n/a,Chipo,uuid:d9730521-0f9f-4099-8da8-ab0defa13821,d9730521-0f9f-4099-8da8-ab0defa13821,2019-10-09T09:09:07,,
1056,2019-10-09T09:22:00.000+02:00,-15.449803333333334 28.283258333333333 1269.5 4.8,-15.449803333333334,28.283258333333333,1269.5,4.8,381,2,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,Stagnant water near tap.,Chipo,uuid:3f32efea-7d6c-458b-9dd9-330e6840881d,3f32efea-7d6c-458b-9dd9-330e6840881d,2019-10-09T09:09:08,,
1063,2019-10-09T08:14:00.000+02:00,-15.45067869 28.28718155 1283.9776611328125 3.216,-15.45067869,28.28718155,1283.9776611328125,3.216,381,2,0,3,1,4,n/a,4,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,3,n/a,3,n/a,3,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:87ebb46c-64f1-4591-89ee-fca1e58407aa,87ebb46c-64f1-4591-89ee-fca1e58407aa,2019-10-09T09:09:22,,
1064,2019-10-09T08:35:00.000+02:00,-15.44998861 28.28821438 1284.5992431640625 3.216,-15.44998861,28.28821438,1284.5992431640625,3.216,381,2,0,6,1,4,n/a,4,n/a,3,n/a,3,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:74e143ac-253a-429f-9d0a-6c8ce29ead6a,74e143ac-253a-429f-9d0a-6c8ce29ead6a,2019-10-09T09:09:22,,
1065,2019-10-09T09:09:00.000+02:00,-15.44952815 28.28704283 1284.560546875 4.288,-15.44952815,28.28704283,1284.560546875,4.288,381,1,0,8,1,4,n/a,4,n/a,4,n/a,4,n/a,3,n/a,3,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,2,n/a,3,n/a,False,False,False,False,True,False,False,n/a,n/a,Mulemwa Mukelabai,uuid:cb719852-8803-416e-b633-f523be6b4279,cb719852-8803-416e-b633-f523be6b4279,2019-10-09T09:09:23,,
1051,2019-10-09T08:26:00.000+02:00,-15.45002094 28.28232513 1287.0 4.5509996,-15.45002094,28.28232513,1287.0,4.5509996,381,2,0,6,1,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,3,n/a,2,n/a,1,n/a,n/a,4,n/a,5,n/a,1,n/a,4,n/a,5,n/a,3,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,3,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:3beef6fe-0fcd-49b2-b82c-697267b60f50,3beef6fe-0fcd-49b2-b82c-697267b60f50,2019-10-10T04:52:47,,
1052,2019-10-09T08:48:00.000+02:00,-15.45022452 28.28341023 1286.0 4.5509996,-15.45022452,28.28341023,1286.0,4.5509996,381,2,0,4,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,2,n/a,4,n/a,1,n/a,4,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:fde92112-6deb-4a3c-9880-5c4bd0fb3265,fde92112-6deb-4a3c-9880-5c4bd0fb3265,2019-10-10T04:52:47,,
1053,2019-10-09T09:07:00.000+02:00,-15.44937116 28.28353352 1278.0 4.5509996,-15.44937116,28.28353352,1278.0,4.5509996,381,2,0,6,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,3,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Muleya,uuid:120e3f11-d091-4e52-b86c-bdeba15979c7,120e3f11-d091-4e52-b86c-bdeba15979c7,2019-10-10T04:52:48,,
1066,2019-10-09T08:17:00.000+02:00,-15.4136429 28.2796248 0.0 20.0,-15.4136429,28.2796248,0.0,20.0,381,2,0,4,1,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,3,n/a,1,n/a,n/a,4,n/a,3,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:b4477cdf-a72b-4c44-bc87-9ccb78978e1d,b4477cdf-a72b-4c44-bc87-9ccb78978e1d,2019-10-10T05:00:45,,
1067,2019-10-09T08:37:00.000+02:00,-15.4136429 28.2796248 0.0 20.0,-15.4136429,28.2796248,0.0,20.0,381,2,0,4,1,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,3,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:eb4f3f03-4460-41e0-830b-74f34ea9c80d,eb4f3f03-4460-41e0-830b-74f34ea9c80d,2019-10-10T05:00:46,,
1068,2019-10-09T09:00:00.000+02:00,-15.4499592 28.2879257 0.0 2500.0,-15.4499592,28.2879257,0.0,2500.0,381,1,0,5,1,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,3,n/a,3,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,4,n/a,4,n/a,1,n/a,1,n/a,1,n/a,2,n/a,1,n/a,3,n/a,False,True,False,False,False,False,False,n/a,n/a,Mwewa kasonde,uuid:1070e04b-14d6-4921-a37b-862f85e44b39,1070e04b-14d6-4921-a37b-862f85e44b39,2019-10-10T05:00:47,,
1070,2019-10-09T08:27:00.000+02:00,-15.45749245 28.27841934 1276.0 4.5509996,-15.45749245,28.27841934,1276.0,4.5509996,381,2,0,7,1,4,n/a,4,n/a,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,1,n/a,1,n/a,n/a,4,n/a,4,n/a,1,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,False,False,False,True,False,False,n/a,n/a,Zacharia,uuid:289555c3-24d5-4a02-b839-714dadb2c90c,289555c3-24d5-4a02-b839-714dadb2c90c,2019-10-10T05:07:06,,
1073,2019-10-09T08:50:00.000+02:00,-15.456361 28.2778232 1271.0 4.5509996,-15.456361,28.2778232,1271.0,4.5509996,381,2,0,6,1,4,n/a,4,n/a,4,n/a,5,n/a,2,n/a,2,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,1,n/a,2,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,4,n/a,5,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,False,False,False,n/a,n/a,Zacharia,uuid:ac0aaea3-1090-47e4-9eec-3a11d11cf67b,ac0aaea3-1090-47e4-9eec-3a11d11cf67b,2019-10-10T05:07:07,,
1074,2019-10-09T09:49:00.000+02:00,-15.4503575 28.28558081 1290.0 4.5509996,-15.4503575,28.28558081,1290.0,4.5509996,381,2,0,5,1,3,n/a,4,n/a,3,n/a,2,n/a,1,n/a,2,n/a,3,n/a,3,n/a,2,n/a,3,n/a,4,n/a,4,n/a,1,n/a,2,n/a,3,n/a,1,n/a,n/a,3,n/a,3,n/a,1,n/a,2,n/a,2,n/a,1,n/a,1,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Zacharia,uuid:4d37294f-610d-40e3-8070-9771ec066673,4d37294f-610d-40e3-8070-9771ec066673,2019-10-10T05:07:08,,
1078,2019-10-09T09:19:00.000+02:00,-15.4598807 28.2762329 0.0 500.0,-15.4598807,28.2762329,0.0,500.0,381,2,0,5,1,4,n/a,4,n/a,5,n/a,5,n/a,1,n/a,1,n/a,4,n/a,4,n/a,1,n/a,1,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,2,n/a,n/a,5,n/a,5,n/a,1,n/a,2,n/a,2,n/a,3,n/a,5,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie Mumba,uuid:668664d7-7ce7-4e4a-9098-4aea85c6bc06,668664d7-7ce7-4e4a-9098-4aea85c6bc06,2019-10-10T05:28:41,,
1079,2019-10-09T09:37:00.000+02:00,-15.4635142 28.2787908 0.0 300.0,-15.4635142,28.2787908,0.0,300.0,381,2,0,6,1,3,n/a,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,5,n/a,5,n/a,2,n/a,2,n/a,2,n/a,4,n/a,4,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie Mumba,uuid:7d156683-1382-4af1-9496-6a50ed8e70f5,7d156683-1382-4af1-9496-6a50ed8e70f5,2019-10-10T05:28:42,,
1080,2019-10-09T09:59:00.000+02:00,-15.4635647 28.2784254 0.0 300.0,-15.4635647,28.2784254,0.0,300.0,381,2,0,7,1,4,n/a,4,n/a,4,n/a,5,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,1,n/a,2,n/a,2,n/a,1,n/a,n/a,4,n/a,3,n/a,1,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Annie Mumba,uuid:a3a0ff1b-145b-42c0-b7fc-3cfd5eb62c21,a3a0ff1b-145b-42c0-b7fc-3cfd5eb62c21,2019-10-10T05:28:42,,
1075,2019-10-09T08:29:00.000+02:00,-15.45785966 28.27823662 1280.0 4.5509996,-15.45785966,28.27823662,1280.0,4.5509996,381,2,0,5,1,4,n/a,4,n/a,2,n/a,2,n/a,1,n/a,1,n/a,1,n/a,1,n/a,4,n/a,4,n/a,4,n/a,4,n/a,2,n/a,2,n/a,2,n/a,1,n/a,n/a,3,n/a,4,n/a,1,n/a,3,n/a,4,n/a,3,n/a,4,n/a,2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,False,False,False,n/a,n/a,Joackim choko,uuid:44099bbd-2054-4195-aa26-c336687d2ca0,44099bbd-2054-4195-aa26-c336687d2ca0,2019-10-10T05:36:36,,
