"start_dt","subscriberid","simserial","deviceid","col_neighborhood","col_sample_type","col_id","col_id_val","col_start","col_location","X_col_location_latitude","X_col_location_longitude","X_col_location_altitude","X_col_location_precision","col_weather","col_rainyest","col_turbidity","col_pa_prox","col_pa_type","col_pa_type_other","col_pa_latrine_distance","col_bw_type","col_bw_type_other","col_bw_container","col_bw_container_lid","col_bw_cl_id","col_bw_cl_free","col_bw_cl_total","col_f_latrine_distance","col_p_type","col_p_type_other","col_p_num","col_dw_connection","col_dw_type","col_dw_type_other","col_dw_id","col_dw_cl_free","col_dw_cl_total","col_odw_type","col_odw_type_other","col_odw_container","col_odw_container_lid","col_odw_id","col_odw_cl_free","col_odw_cl_total","col_l_toilet_type","col_l_toilet_type_other","col_l_latrine_type","col_l_toilet_stalls","col_l_toilet_feces","col_l_toilet_users","col_l_toilet_hw","col_s_type","col_s_type_other","col_d_water_level","col_d_water_flow","col_d_size","col_d_lining","col_d_lining_oth","col_d_feces","col_d_animals","col_d_schools","col_d_urban_ag","col_d_public_latrines","col_d_hh_latrines","col_d_shops","col_d_hh","col_d_hh_num","col_sf_type","col_sf_type_other","col_notes","col_enum.1","col_enum.2","col_enum.3","col_enum.4","col_enum.5","col_enum.6","col_enum.7","col_enum.8","col_photo","end_dt","meta.instanceID","X_uuid","X_submission_time"
"2017-05-09T10:54:19.872+06",3.10411e+14,8.90141e+19,3.53118e+14,44,3,1402,1402,"2017-05-09T10:41:00.301+06","23.86760390743617 90.42873003510799 -45.02990707458191 4.0","23.86760391","90.42873004","-45.02990707","4",2,0,"3.45","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","6","WASA with tap","1","0.03","0.09","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many trash present and dirty place",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-09T15:50:56.367+06","uuid:9827e153-1062-47f5-82c3-8232edc7db18","9827e153-1062-47f5-82c3-8232edc7db18","2017-05-09T09:57:25"
"2017-05-09T09:36:55.715+06",3.10411e+14,8.90141e+19,3.53118e+14,44,7,1403,1403,"2017-05-09T09:38:00.592+06","23.868721781022884 90.42717213737001 -46.34667712416791 4.0","23.86872178","90.42717214","-46.34667712","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4","n/a","2","2","0","7","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comments",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-09T15:49:57.613+06","uuid:6d0c32fe-4331-44df-b7bd-6a85fb58d7fe","6d0c32fe-4331-44df-b7bd-6a85fb58d7fe","2017-05-09T09:52:04"
"2017-05-09T09:56:34.151+06",3.10411e+14,8.90141e+19,3.53118e+14,44,7,1404,1404,"2017-05-09T09:56:00.794+06","23.867520331687984 90.42693005690428 -43.78437453007943 4.0","23.86752033","90.42693006","-43.78437453","4",2,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","2","2","0","13","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comments",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-09T15:50:04.373+06","uuid:15152ec2-84ce-4cf0-b582-3521adacc429","15152ec2-84ce-4cf0-b582-3521adacc429","2017-05-09T09:52:09"
"2017-05-09T11:04:16.889+06",3.10411e+14,8.90141e+19,3.53118e+14,44,7,1405,1405,"2017-05-09T11:04:00.586+06","23.86824969911606 90.42872810855536 -46.750618974324354 4.0","23.8682497","90.42872811","-46.75061897","4",3,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","7","n/a","2","1","0","12","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Dirty place",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-09T16:17:30.187+06","uuid:8583e535-efe2-4d0a-bbd3-f0468ce985fd","8583e535-efe2-4d0a-bbd3-f0468ce985fd","2017-05-09T10:22:05"
"2017-05-09T10:30:10.378+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1,1406,1406,"2017-05-09T10:30:00.744+06","23.867431473455518 90.4287445483938 -49.12492190311593 4.0","23.86743147","90.42874455","-49.1249219","4",2,0,"64","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","1","1","2","n/a","0","0","0","0","0","0","0","0","n/a","n/a","n/a","Many trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-09T15:49:37.231+06","uuid:bba17a3d-db1d-4b58-a98d-50f549e975bf","bba17a3d-db1d-4b58-a98d-50f549e975bf","2017-05-09T09:55:41"
"2017-05-09T11:46:38.796+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1,1407,1407,"2017-05-09T11:47:00.359+06","23.869390160714374 90.43078429732479 -58.306126359308664 4.0","23.86939016","90.4307843","-58.30612636","4",2,0,"78","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","1","1","2","n/a","0","1","0","0","0","1","0","1","2","n/a","n/a","Many trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-09T16:05:19.958+06","uuid:3ac76d39-1c1f-40b4-8c4b-48c7a51012bf","3ac76d39-1c1f-40b4-8c4b-48c7a51012bf","2017-05-09T10:14:15"
"2017-05-09T12:31:29.669+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1,1408,1408,"2017-05-09T12:32:00.573+06","23.870318638149104 90.42736795945288 -50.75349133680652 4.0","23.87031864","90.42736796","-50.75349134","4",2,0,"501","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","1","1","1","n/a","0","0","1","0","0","1","0","0","n/a","n/a","n/a","Many trash present and nearby main road",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-09T16:29:29.067+06","uuid:49d3331a-a390-4883-94c7-8041d7b815d2","49d3331a-a390-4883-94c7-8041d7b815d2","2017-05-09T10:34:22"
"2017-05-11T09:09:49.433+06",3.10411e+14,8.90141e+19,3.53118e+14,44,10,1409,1409,"2017-05-11T09:10:00.014+06","23.869260241079445 90.42977399018433 -40.71222955861788 4.0","23.86926024","90.42977399","-40.71222956","4",1,1,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4","Submersible pump with tap","0","n/a","1","0.05","0.08","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by a road",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,"2017-05-11T15:24:36.801+06","uuid:5a9829da-5287-4f2a-babe-c0b20e4dbbe5","5a9829da-5287-4f2a-babe-c0b20e4dbbe5","2017-05-11T09:29:42"
"2017-05-11T09:45:15.888+06",3.10411e+14,8.90141e+19,3.53118e+14,44,10,1410,1410,"2017-05-11T09:50:00.935+06","23.869757895565158 90.43022983696662 -26.748682682334717 4.0","23.8697579","90.43022984","-26.74868268","4",1,1,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4","Submersible pump with tap","0","n/a","1","0","0.04","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by a road",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-11T15:25:06.456+06","uuid:85ff7273-4701-4ac8-a5ec-9d948b071210","85ff7273-4701-4ac8-a5ec-9d948b071210","2017-05-11T09:29:48"
"2017-05-11T10:44:45.592+06",3.10411e+14,8.90141e+19,3.53118e+14,44,10,1411,1411,"2017-05-11T10:45:00.985+06","23.869072923394874 90.43183831025851 -37.76430675674486 4.0","23.86907292","90.43183831","-37.76430676","4",1,0,"0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4","Submarcible with tap","0","n/a","1","0.02","0.1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by houshold",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-11T15:25:32.168+06","uuid:bb455ee3-4d01-451b-97eb-0e4b7bfc8d7e","bb455ee3-4d01-451b-97eb-0e4b7bfc8d7e","2017-05-11T09:29:52"
"2017-05-11T09:24:05.978+06",3.10411e+14,8.90141e+19,3.53118e+14,44,9,1412,1412,"2017-05-11T09:30:00.882+06","23.869269777534495 90.4298807060747 -49.31840559191855 4.0","23.86926978","90.42988071","-49.31840559","4",1,1,"0","n/a","n/a","n/a","n/a","5","Submersible pump with tap","0","n/a","1","0","0.05","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by houshold",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-11T15:20:55.055+06","uuid:b50caa86-318f-475e-a9e0-9780d2e5c5df","b50caa86-318f-475e-a9e0-9780d2e5c5df","2017-05-11T09:29:46"
"2017-05-11T10:07:11.290+06",3.10411e+14,8.90141e+19,3.53118e+14,44,9,1413,1413,"2017-05-11T10:10:00.789+06","23.867859793109908 90.43151436017594 -42.00038355939295 4.0","23.86785979","90.43151436","-42.00038356","4",1,1,"2.9","n/a","n/a","n/a","n/a","4","n/a","1","1","1","0.08","0.09","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Near by houshold and toilet",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-11T15:23:37.711+06","uuid:28a9e762-49bb-4274-be80-968b1cd0dc0f","28a9e762-49bb-4274-be80-968b1cd0dc0f","2017-05-11T09:29:50"
"2017-05-11T11:02:33.547+06",3.10411e+14,8.90141e+19,3.53118e+14,44,11,1414,1414,"2017-05-11T11:00:00.930+06","23.87110158432289 90.43390583127454 -36.57902855299007 4.0","23.87110158","90.43390583","-36.57902855","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","Near by a road and market",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-11T15:25:54.809+06","uuid:0bd3696e-7390-4369-bddc-f7292d95e143","0bd3696e-7390-4369-bddc-f7292d95e143","2017-05-11T09:29:54"
"2017-05-11T11:23:38.799+06",3.10411e+14,8.90141e+19,3.53118e+14,44,11,1415,1415,"2017-05-11T11:22:00.770+06","23.868216788806993 90.42449174171031 -42.19544979329307 4.0","23.86821679","90.42449174","-42.19544979","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","Near by a road & shop",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-11T15:28:22.703+06","uuid:2d02ccf5-5fe2-4fe1-b7d7-e6a030ba868d","2d02ccf5-5fe2-4fe1-b7d7-e6a030ba868d","2017-05-11T09:29:56"
"2017-05-11T11:48:10.930+06",3.10411e+14,8.90141e+19,3.53118e+14,44,11,1416,1416,"2017-05-11T11:48:00.308+06","23.871718160918245 90.42222608722142 -51.18088106660512 4.0","23.87171816","90.42222609","-51.18088107","4",1,0,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1","n/a","Near by a road and market",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,"2017-05-11T15:28:41.819+06","uuid:2a943937-9628-4798-ba52-b994ab31ded5","2a943937-9628-4798-ba52-b994ab31ded5","2017-05-11T09:29:58"
"2017-05-11T09:03:23.351+06",3.10411e+14,8.90141e+19,3.53118e+14,44,8,1417,1417,"2017-05-11T09:00:00.620+06","23.86728844562015 90.42810803564659 -44.2165307941913 6.0","23.86728845","90.42810804","-44.21653079","6",1,1,"n/a","2","2","n/a","12","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Soil is moist",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-11T15:05:11.394+06","uuid:4e635692-4cbf-4ac4-b08e-c23c43e1aa94","4e635692-4cbf-4ac4-b08e-c23c43e1aa94","2017-05-11T09:11:20"
"2017-05-11T09:13:03.017+06",3.10411e+14,8.90141e+19,3.53118e+14,44,8,1418,1418,"2017-05-11T09:14:00.876+06","23.868409866057306 90.4287776460686 -55.64558771805964 6.0","23.86840987","90.42877765","-55.64558772","6",1,1,"n/a","2","2","n/a","10","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No dirt visible nearby and soil is moist",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-11T15:05:32.868+06","uuid:87e5c02b-ae3b-4b69-8675-46dd3cb28cd4","87e5c02b-ae3b-4b69-8675-46dd3cb28cd4","2017-05-11T09:11:29"
"2017-05-11T09:33:40.898+06",3.10411e+14,8.90141e+19,3.53118e+14,44,8,1419,1419,"2017-05-11T09:36:00.017+06","23.869159287519718 90.43070349269767 -49.836372494686294 6.0","23.86915929","90.43070349","-49.83637249","6",1,1,"n/a","2","2","n/a","15","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Children are playing nearby and soil is slightly wet",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-11T15:07:29.688+06","uuid:640e664d-4a22-4a00-bcae-b0ae7b2249a9","640e664d-4a22-4a00-bcae-b0ae7b2249a9","2017-05-11T09:11:41"
"2017-05-11T09:24:59.959+06",3.10411e+14,8.90141e+19,3.53118e+14,44,5,1420,1420,"2017-05-11T09:24:00.814+06","23.86953497870916 90.4286747780109 -27.370323666351823 6.0","23.86953498","90.42867478","-27.37032367","6",1,1,"20.91","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Many people use this water",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-11T15:08:42.022+06","uuid:01c09eee-5d7f-4bc6-9ea9-819a407b5768","01c09eee-5d7f-4bc6-9ea9-819a407b5768","2017-05-11T09:11:39"
"2017-05-11T09:45:56.673+06",3.10411e+14,8.90141e+19,3.53118e+14,44,5,1421,1421,"2017-05-11T09:45:00.580+06","23.869297960672778 90.43152262354063 -39.930001819962534 4.0","23.86929796","90.43152262","-39.93000182","4",1,1,"25.03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Pond is covered by waterasinth",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-11T15:09:36.572+06","uuid:e58e1837-10b8-4051-8f6c-af30a5387046","e58e1837-10b8-4051-8f6c-af30a5387046","2017-05-11T09:11:43"
"2017-05-11T09:53:33.795+06",3.10411e+14,8.90141e+19,3.53118e+14,44,5,1422,1422,"2017-05-11T09:55:00.220+06","23.868533943112578 90.43176334410576 -43.83112365211497 6.0","23.86853394","90.43176334","-43.83112365","6",1,1,"41.69","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Triangle road nearby and dirt visible",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-11T15:09:58.521+06","uuid:12a520e2-8505-4910-a34d-5b81e647c318","12a520e2-8505-4910-a34d-5b81e647c318","2017-05-11T09:11:51"
"2017-05-11T10:15:50.197+06",3.10411e+14,8.90141e+19,3.53118e+14,44,2,1423,1423,"2017-05-11T10:15:00.718+06","23.87100543319514 90.43375562875849 -42.68636348567757 4.0","23.87100543","90.43375563","-42.68636349","4",1,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","There are many people purchase this produce and dirt not visible",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-11T14:58:05.352+06","uuid:7d53c065-ce0c-4394-abd2-4a6eebbfdd88","7d53c065-ce0c-4394-abd2-4a6eebbfdd88","2017-05-11T09:11:59"
"2017-05-11T10:27:31.802+06",3.10411e+14,8.90141e+19,3.53118e+14,44,2,1424,1424,"2017-05-11T10:28:00.661+06","23.871068882731585 90.43328182334308 -46.312223934018334 4.0","23.87106888","90.43328182","-46.31222393","4",1,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","3","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","There are many people purchase this produce and dirt visible nearby",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"2017-05-11T15:04:40.901+06","uuid:1c3a8da6-7a3f-46c6-a1bb-36023187e9ac","1c3a8da6-7a3f-46c6-a1bb-36023187e9ac","2017-05-11T09:12:01"
"2017-05-11T09:10:43.788+06",3.10411e+14,8.90141e+19,3.53118e+14,44,7,1425,1425,"2017-05-11T09:11:00.298+06","23.86923381776171 90.42970200079125 -31.099209631375402 4.0","23.86923382","90.429702","-31.09920963","4",1,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","n/a","2","1","0","8","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","No comments",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-11T15:32:37.016+06","uuid:45541ee9-fa55-4fcc-879e-41748fad6318","45541ee9-fa55-4fcc-879e-41748fad6318","2017-05-11T09:34:01"
"2017-05-11T10:05:01.591+06",3.10411e+14,8.90141e+19,3.53118e+14,44,7,1426,1426,"2017-05-11T10:07:00.238+06","23.86770679136172 90.43164536214849 -25.809118975681834 4.0","23.86770679","90.43164536","-25.80911898","4",1,1,"n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4","n/a","2","1","0","20","0","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-11T15:33:00.923+06","uuid:e8910f87-cb36-4ea5-9f98-d71aedb1a325","e8910f87-cb36-4ea5-9f98-d71aedb1a325","2017-05-11T09:34:07"
"2017-05-11T09:42:39.232+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1,1427,1427,"2017-05-11T09:45:00.573+06","23.86940420078169 90.4310992704103 -46.487578092409606 4.0","23.8694042","90.43109927","-46.48757809","4",1,1,"194","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","1","1","2","n/a","0","0","0","0","0","1","0","1","2","n/a","n/a","Many trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-11T15:31:09.910+06","uuid:7a3230a0-f126-4c0e-b26f-ca8d684d9df2","7a3230a0-f126-4c0e-b26f-ca8d684d9df2","2017-05-11T09:34:05"
"2017-05-11T10:26:24.919+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1,1428,1428,"2017-05-11T10:26:00.137+06","23.867935557972995 90.43148082271455 -46.76156701881591 4.0","23.86793556","90.43148082","-46.76156702","4",1,1,"130","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","2","1","2","n/a","1","1","0","1","0","1","0","1","4","n/a","n/a","Many trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-11T15:31:41.305+06","uuid:ec79d67a-9643-4beb-8d88-1ede0ec93a89","ec79d67a-9643-4beb-8d88-1ede0ec93a89","2017-05-11T09:34:12"
"2017-05-11T11:45:48.077+06",3.10411e+14,8.90141e+19,3.53118e+14,44,1,1429,1429,"2017-05-11T11:34:00.457+06","23.869822491335658 90.4282028735747 -22.52814284698728 4.0","23.86982249","90.42820287","-22.52814285","4",1,1,"353","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2","1","1","2","n/a","1","0","0","1","0","1","0","1","4","n/a","n/a","Many trash present",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,"2017-05-11T15:32:12.452+06","uuid:b3d95bc1-8674-4b71-9043-f610ece238aa","b3d95bc1-8674-4b71-9043-f610ece238aa","2017-05-11T09:34:16"
